title,content,url
Bayan Muna pushes justice for EJK victims in White Ribbon Campaign,"MANILA, Philippines Bayan Muna on Easter Sunday urged the public to join the White Ribbon Campaigna symbolic effort to remember and demand justice for all victims of alleged extrajudicial killings and human rights violations, particularly under the administration of arrested former President Rodrigo Duterte. In a statement, former Bayan Muna Congressman Neri Colmenares said, Ngayong Linggo ng Pagkabuhay, inaanyayahan namin ang lahat ng BM leaders, members, volunteers, at supporters na sumali sa White Ribbon campaign. Mag-post lang ng picture na may white ribbon o video ng inyong pagtali nito sa mga pampublikong lugar. Maaari din kayong mamigay ng white ribbons sa mga matataong lugar upang ipanawagan ang hustisya para sa mga biktima ng mga EJK, he continued. Colmenares also emphasized that this Catholic observance carries political and moral messages, urging a commitment to defend human rights and uphold the dignity of life. This Easter Sunday, our message is one of hope and the triumph of good over evil, of light over darkness. It is the resurrection of the people from oppression, exploitation, and poverty. The white ribbon reminds us that justice must prevail and that we must never forget the victims, he said. READ: Duterte: I want to die in my country The former president was arrested in Manila on March 11. He was flown the same day to The Hague, Netherlands, to face trial for crimes against humanity allegedly committed during his administrations drug war. Duterte made his first appearance at his pretrial hearing last March 14, three days after his arrest in Manila. He was unable to attend physically and only participated in the pretrial via video link. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . His administrations drug war claimed at least 6,000 lives, according to official government data.",https://newsinfo.inquirer.net/2054297/bayan-muna-pushes-justice-for-ejk-victims-in-white-ribbon-campaign
"PNP: 53 cases of drowning, fire, crimes monitored during Holy Week","MANILA, Philippines The Philippine National Police monitored 53 cases of drowning, fire, vehicular accidents, and crimes during Holy Week, according to its public information office chief, Col. Randulf Tuao. Tuao said drowning topped the list of Holy Week incidents nationwide at 31, which is lower by 28 percent compared to 43 incidents recorded last year. Drowning incidents were among these 53 incidents. We also recorded five vehicular accidents, one robbery hold-up, and fire incidents in NCR, Region 8, and Region 9, he said in Filipino in an interview over dzBB. We also logged cases of acts of lasciviousness, stabbing, and other small threats, he added. Despite this, Tuao said the observance of this years Holy Week was generally peaceful since the total number of incidents was lower by 24 percent compared to the figure monitored in 2024. He added that the PNP has remained under heightened alert status since March 24 and has already deployed up to 69,000 personnel until the end of May. READ: Marbil tells police be transparent about crimes, amid Holy Week preps Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054292/pnp-53-cases-of-drowning-fire-crimes-monitored-during-holy-week
"Aurora welcomes 433,000 tourists during Holy Week","BALER, Aurora More than 433,000 tourists visited Aurora province during this years observance of Holy Week, according to the Provincial Tourism Office on Sunday. In its partial report, the PTO said it recorded 433,194 arrivals from April 12 to 18. The figure included 134,164 overnight guests and 299,030 same-day visitors. Among Auroras eight municipalities, Dipaculao recorded the highest number of overnight guests with 64,012, followed by Dingalan with 27,686 and Dilasag with 17,439. In terms of same-day visitors, Dipaculao also topped the list with 93,945, followed by Dingalan with 57,988, and Casiguran with 55,704. Baler, the provincial capital known for its beaches and surfing spots, drew 5,116 overnight guests and 16,545 same-day tourists. Tourism officials noted that while majority of the visitors were domestic travelers, 506 foreign tourists and 162 overseas Filipino guests were also recorded during the period. Local authorities attributed the high turnout to the effective promotion of Auroras ecotourism sites, beach destinations, and cultural heritage. To ensure visitor safety and convenience, tourist assistance desks were activated in coordination with local government units and municipal tourism offices. The desks helped manage the influx of visitors, providing information and coordinating with emergency and rescue teams when needed. With the summer season still underway, the PTO said it continues to monitor tourist activities and reminded visitors to observe safety regulations and environmental guidelines. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . READ: PNP tells public to increase vigilance as Holy Week travel rush begins",https://newsinfo.inquirer.net/2054496/aurora-welcomes-433000-tourists-during-holy-week
VP Sara Duterte thanks supporters; holds Visita Iglesia in Samar,"TACLOBAN CITY Vice President Sara Duterte thanked those who continued to pray for her father, former president Rodrigo Duterte, as she visited Samar province over the weekend for a two-day Visita Iglesia pilgrimage. According to Sara, she was able to talk with local residents who told her they were praying for the return of her father, who is currently detained in The Hague, Netherlands, over charges of crimes against humanity filed before the International Criminal Court . Many people told me they are praying for president Dutertes return. They are saddened by what happened to him, she told reporters. Asked about her personal prayers during the church visits, Duterte said she prayed for the country and for her father. But she declined to comment on developments regarding her fathers case, saying that any updates about his legal defense or possible return to the Philippines should come only from his lawyers. I cannot talk about the chances of [former president Duterte] returning to the Philippines because Im not privy to what the lawyers are doing. There is lawyer-client confidentiality, she said. It was agreed that only his lawyers will speak on any developments in the case, she added. It was not immediately clear if Sara met with any local officials during her visit to the province. The vice president said she chose Samar for this years Visita Iglesia because there was an early flight to Calbayog City while en route to Manila from Davao City on Saturday. Yesterday, this was the first flight from Davao to Manila. We arrived in Calbayog around 7 a.m., so we were able to start early and thank many of our fellow Filipinos, she said. Her visit to Samar was not announced. She surprised locals who saw her attending the masses. Many took the chance to have a selfie with her. Sara said this was her first time to hold her Visita Iglesia in Samar, part of Eastern Visayas, which is generally considered a bailiwick of President Ferdinand Marcos Jr. The vice president and Marcos, once political allies, have since had a public falling out. READ: Undiluted devotion: Exploring Manilas centuries-old tradition of Visita Iglesia Sara was impeached by the House of Representatives, dominated by allies of the President. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Among the seven churches Sara visited were the Saints Peter and Paul Cathedral and the Most Holy Trinity Parish Church, both in Calbayog City; St. Michael Parish Church in Gandara; St. Isidore the Farmer Parish Church in San Jorge; St. Francis of Assisi Parish Church in Tarangnan; and St. Bartholomew Church and Our Lady of the Most Holy Rosary Church, both in Catbalogan City.",https://newsinfo.inquirer.net/2054330/vp-sara-duterte-thanks-supporters-holds-visita-iglesia-in-samar
"DepEd partnering with DSWD to combat bullying, boost child development","MANILA, Philippines The Department of Education is working with the Department of Social Work and Development to implement a program to equip parents with more knowledge in child development, Education Secretary Sonny Angara said. In a statement on Saturday, Angara said the program will be part of a bid against bullying and was in response to a call from Senator Sherwin Gatchalian to implement the Parent Effectiveness Service Act. DepEd is working closely with the DSWD to pilot a school-based PES program in high-need areas, particularly those with elevated cases of bullying, teenage pregnancy, and malnutrition, Angara said. Programs are set up to equip parents with the knowledge and tools to guide their children, uphold their rights and foster positive, nurturing relationships both at home and in school, Angara added. The Parent Effectiveness Service Act or Republic Act No. 11908 seeks to expand the knowledge and skills of parents and guardians in child development. READ: Law aiding parents in child development up for implementation It lapsed into law in July 2022. Its implementing rules and regulations were finalized in June 2023. Gatchalian made the call for the laws implementation in a statement last Sunday, after two Grade 8 students were stabbed by their classmates outside their school in Las Pias City. READ: Stabbing of 2 Grade 8 students in Las Pias alarms Sen. Gatchalian We fully support Senator Win Gatchalians call for the implementation of the Parent Effectiveness Service Act as a key strategy to combat school bullying, Angara said. Empowered parents are our first line of defense in protecting childrens rights and well-being, he added. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054085/deped-partnering-with-dswd-for-program-to-aid-parents-in-bid-vs-bullying
LTFRB asks bus operators to explain drivers testing positive for drugs,"MANILA, Philippines The Land Transportation Franchising and Regulatory Board on Saturday said that it will issue show cause orders to bus operators of drivers who tested positive for illegal drug use in Holy Week drug screening operations. Of the 3,270 individuals tested by the Philippine Drug Enforcement Agency in its Oplan: Harabas on Wednesday, 84 public utility vehicle drivers and two conductors tested positive for the illegal drug test. READ: PDEA: 84 drivers test positive for drug use in Holy Week ops The LTFRB will be issuing show-cause orders to the bus operators whose drivers were among those who tested positive. They will be required to explain why no sanction should be imposed upon them for employing drivers who pose a clear risk to public safety, LTFRB Chairperson Atty. Teofilo Guadiz III said in a statement. Guadiz also reminded the bus operators that they are responsible in ensuring that their drivers are both physically and mentally fit to operate PUVs. It is unacceptable and deeply troubling that individuals entrusted with the safety of passengers are found to be operating vehicles under the influence of prohibited substances, Guadiz added. READ: LTO to go after erring Holy Week rush drivers Guadiz then warned that failure to comply with the show cause orders may result in possible suspension or cancellation of the franchise. PDEA previously said that the drivers who tested positive for illegal drug use were barred from driving and had their licenses confiscated by the Land Transportation Office. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054065/ltfrb-asks-bus-operators-to-explain-drivers-testing-positive-for-drugs
PH Coast Guard names first female spokesperson,"MANILA, Philippines Captain Noemie Guirao-Cayabyab has been named as the first female spokesperson of the Philippine Coast Guard . PCG said Guirao-Cayabyabs appointment starts on Easter Sunday, April 20. Beginning today, she will lead communications on PCGs key initiatives, represent the organization in national and global conversations, and amplify the organizational efforts towards a more diverse and empowered future, the agency said in a statement on Sunday. PCG Commandant Admiral Ronnie Gil Gavan has welcomed the Guirao-Cayabyab appointment. The steady rise of women in leadership positions in the PCG is the culmination of decades of perseverance, shattering glass ceilings, and breaking barriers in the 21st century, he said. READ: PCG intensifies search for 7 missing crew of capsized Chinese vessel Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054267/%e2%81%a0%e2%81%a0ph-coast-guard-names-first-female-spokesperson
7 cops linked to Kerwin Espinosa shooting to face administrative raps,"TACLOBAN CITY Administrative charges are being prepared against the seven police officers considered persons of interest in the April 10 shooting of confessed drug lord and mayoral candidate Rolan Kerwin Espinosa. Colonel Dionisio Apas Jr., Leyte provincial police director, said he expected the administrative charges to be resolved sooner than the criminal cases. During our command conference, it was emphasized that administrative charges must also be filed against them, and if found guilty, they should be dismissed from service, he said in an interview. We anticipate that once the administrative proceedings are in motion, they will move faster than the criminal complaints, he added. The Leyte police filed on April 14 charges of illegal possession of firearms and violation of the Commission on Elections gun ban against the seven police officers before the Leyte Provincial Prosecutors Office. This came after nine of the 14 firearms surrendered by the arrested police officers, who were just about 200 meters away from the crime scene when the shooting happened, were found unregistered and lacked proper documentation. But paraffin tests conducted on the seven police officers showed no traces of gunpowder on their hands. Apas stressed that the cases they filed against the respondents were just initial as investigators continued to pursue leads for the possible filing of frustrated murder complaints against the seven police officers. These police officers were inside a private compound in Barangay Tinag-an, Albuera town, Leyte to reportedly serve an arrest warrant against a certain individual on April 10the same day Espinosa was shot and wounded. It was still unclear if the seven police officers, who were under restrictive custody at the Philippine National Police-Eastern Visayas regional headquarters in Palo town, Leyte, had a hand in the shooting of Espinosa. Apas said the investigators were careful in preparing the cases so that the prosecutors or judges would not dismiss them for lack of evidence. There must be certainty of conviction, he said, stressing that complete and credible evidence should back any case. Apas called on the Espinosa camp to cooperate by presenting any witnesses who could help prove that the seven police officers had something to do with the shooting, which also injured the sister of the mayoral candidate and running mate, Mariel Espinosa Marinay, and a daughter of one of their candidates for councilor. If they have witnesses, they should send them to us so we can resolve this incident early, he said. Apas said they had yet to determine the motive behind the attempt on Espinosas life. We are looking into several possible motives. As of now, we cannot establish or ascertain a particular motive, he said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . READ: Kerwin Espinosa shot at campaign event PNP",https://newsinfo.inquirer.net/2054264/7-cops-linked-to-kerwin-espinosa-shooting-to-face-administrative-raps
1 wounded in Maguindanao del Sur town hall grenade attack,"COTABATO CITY- One person was wounded when several suspects lobbed three grenades which exploded in front of the municipal hall of Buluan, Maguindanao del Sur on Friday evening. Col. Ryan Bobby Paloma, Maguindanao del Sur police director, identified the victim as Jimmy Mamasalanang Mibpande, 31, of Tumbao village in nearby Mangudadatu town. A car parked near the blast site and a nearby water refilling station incurred some damages. Citing witnesses, Paloma said the suspects who lobbed the grenade were aboard a motorcycle. The provincial and municipal police units are probing the incident with the help of the Provincial Explosives and Canine Unit . Paloma said that the 43rd Company of the Philippine National Police Special Action Force and troops from the Armys 21st Mechanized Company have launched pursuit operations since Friday. The security measures have been strengthened to ensure the safety of the public in coordination with other security forces in the area, while in depth investigation is ongoing, Paloma said. The Armys 6th Infantry Division has condemned the attack that adds to the tension in the province and undermines the communitys peace and security. Maj. Gen. Donald Gumiran, 6ID commander, said that the Joint Security Control Center and other mechanisms established by the Commission on Elections , had already dispatched quick reaction teams to secure the incident area and assist the local police in their investigation. We advise the residents to remain calm, be vigilant and immediately report to local authorities any suspicious individuals, Gumiran said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054113/1-wounded-in-maguindanao-del-sur-town-hall-grenade-attack
Speaker Romualdez: Easter reminds leaders to serve with compassion,"MANILA, Philippines Easter offers a powerful reminder to all in positions of leadership that true service is not defined by title or power, but by the ability to listen, to act with compassion, and to place the needs of others above personal interest, according to House Speaker Martin Romualdez. In a statement on Easter Sunday, Romualdez encouraged the public to honor a truth that lies at the center of our faith. The resurrection of Jesus Christ is not only a triumph over death but a reminder that no sorrow is final and no burden is carried alone. We see this truth reflected in the lives of our people, he said. In the strength of families facing hardship, in the quiet resilience of those who keep going despite the odds, and in the everyday acts of kindness that often go unseen, we witness the grace that holds our nation together, he added. READ: Speaker sends Holy Week message to govt officials: Serve with sincerity Easter offers a powerful reminder to all in positions of leadership. True service is not defined by title or power, but by the ability to listen, to act with compassion, and to place the needs of others above personal interest. It is in these quiet acts of duty that the spirit of public service is fully realized, he further said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054310/speaker-romualdez-easter-reminds-leaders-to-serve-with-compassion
"Benhur Abalos reflects on loss, love, and enduring faith","MANILA, Philippines This Easter, Benjamin Benhur Abalos Jr. reflects on the pain of loss, the power of love, and a faith that continues to lead him forward. Abalos looked back on the silence that surrounded him in the hospital room where his daughter lay unconscious in 2005 and the kind of silence that enveloped his familys home in 2021, when they learned that their beloved mother, Corazon Abalos, had died alone in a hospital bed, in the middle of a pandemic. These two moments, years apart, left a permanent hole in his heart and changed everything. Walang mas matindi kaysa sa mailibing mo ang sarili mong anak, Abalos said. And to lose your mother without even saying goodbyeits a grief you carry in silence. READ: Corazon Abalos, wife of ex-Comelec chairman Benjamin Abalos, dies Its the children who bury their parents and not the other way around. Dapat mas mahaba ang buhay ng mga bata [The young ones should live longer], he said. He prayed for a miracle. But when it did not come, he surrendered everything to God. Ang dasal ko noon ay simple lang, he recalled. Panginoon, ako na lang po. Pero natutunan ko rinkahit anong gawin mo, may mga bagay talagang ang Diyos lang ang nakakaalam. For a grieving parent, the pain never truly ends. There are moments of denial, anger, and deep longingand often, questions that have no answers. You begin to ask: Will I ever see my daughter again? Where is she now? Makikita ko pa ba ang anak ko? Nasaan na siya? Nawawala ba siya? Makikilala pa ba niya ako kung magkita kami? Masaya ba siya ngayon? Abalos recalled. Just thinking about those questions is enough to break you all over again, he added. Faith is what gives him strength, according to Abalos. And when I see others go through the same loss, I assume theyre asking the same silent questions. Thats when we need to reach out and connect with the grieving. Years later, during the COVID-19 pandemic, his family lost their matriarch, Cora Abalos. Abalosthen serving as MMDA chair and leading the governments vaccination rollout in Metro Manilafaced the same heartbreaking reality endured by thousands of Filipino families during the pandemic: they could not be with their loved ones in their final moments. Hindi ko man lang siya nayakap. Hindi namin siya naihatid. Wala kaming pagkakataon na magpaalam, Abalos recalled. Isa ito sa pinakamabigat na naramdaman ko bilang anak. Napakahirap, he said. Hindi mo siya mahawakan. Hindi mo siya mayakap. Wala kang magawa kundi umiyak sa harap ng telepono. Abalos finds solace in the time he was able to spend with her mother before she passed. Before she died, I made sure to be with my mother and my father as much as I could, he said. Whenever I traveledwhether out of town or abroadI brought them along. Im grateful for those years. But the truth is, kahit gaano ka pala kahanda, kahit sineguro ko na kasama ko sila sa kanilang pagtanda, losing a parent still breaks you. Abalos thus has an advice to all the sons and daughters: Habang naririyan pa ang mga magulang nyo, dapat ipadama na natin ang pagmamahal at pasasalamat, he said. Huwag nating ipagpaliban. Ang mamaya na ay maaaring huli na. For Abalos, in those moments, only two things held him together: his faith, and his family. Tinanggap ko na. Sa huli, ang kalooban pa rin ng Diyos ang masusunod. Doon ko nakita na sa gitna ng matinding sakit, may pagkakataon pa ring lumalim ang pananampalataya. After everything he had been through, he found himself asking a question that many people ask during times of loss. What, then, is the purpose of life? he asked. For him, the answer is simple. READ: Abalos urges DPWH to construct motorcycle and bicycle lay-bys nationwide Its not about money or power. Its about taking caring of your family and others. What truly matters are the people we love and the lives weve touched. More than anything, life is about making a difference every single day. The spirit of caring, sharing and giving must live on, Abalos said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . This Easter, Abalos hopes that everyoneespecially those who are grievingwill find comfort in the message of the season: that faith and family are the foundations that carry us through lifes most painful moments.",https://newsinfo.inquirer.net/2054302/benhur-abalos-reflects-on-loss-love-and-enduring-faith
"CA upholds Caloocan cops conviction in Arnaiz, De Guzman case","MANILA, Philippines The Court of Appeals has upheld the conviction of a Caloocan police officer for planting evidence and torturing teenagers Carl Arnaiz and Reynaldo Kulot de Guzman in 2017, at the height of the Duterte administrations war on drugs. In a 50-page ruling, the CA Second Division affirmed the lower courts decision convicting PO1 Jefrey Perez of planting drugs and a gun on Carl Arnaiz. Perez received three life imprisonment sentences. READ: Caloocan cop found guilty for drug war deaths of two teens Nineteen-year-old Arnaiz, a student at the University of the Philippines Diliman, and 14-year-old de Guzman were neighbors in Cainta, Rizal. On the evening of Aug. 18, 2017, they went out for a snack and disappeared. Arnaizs body was found at a funeral home in Caloocan 10 days later, while de Guzmans body was discovered in a creek in Nueva Ecija on September 6, 2017. He had sustained 25 stab wounds. The CA lamented the loss of the two teenagers lives, saying: The cases of Carl and Kulot highlight the harsh reality of police misconductwhere those meant to safeguard us become abusers. Kulot, a minor, and Carl, a promising young man, lost their futures due to a system that permits torture, murders, and the fraudulent planting of evidence, it also said. It also emphasized that achieving justice requires not just punishing offenders, but eradicating the culture of impunity that enables these violations. The heartbreaking losses of their lives should act as a rallying cry for reforming law enforcement, enhancing judicial oversight, and ensuring that no further lives are claimed by those who are meant to protect, the CA also said. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054309/ca-upholds-caloocan-cops-conviction-in-arnaiz-de-guzman-case
Fire razes Olongapo Citys iconic pizza restaurant,"OLONGAPO CITY A fire that broke out late Sunday morning engulfed one of the citys oldest and most iconic business establishments, marking a significant loss for Olongapos local heritage. Vice Mayor Aquilino Cortez said the Olongapo City Bureau of Fire Protection received an emergency call at 11:38 a.m. reporting a blaze along Magsaysay Drive. Witnesses said the fire originated in a commercial space housing a bingo operation before rapidly spreading to adjacent businesses, including a car rental service and the beloved Sams Pizza. Established in July 1976, Sams Pizza is considered a local institution. Known for its tacos and family-style dining, the restaurant first opened in Olongapos then red-light district, catering to U.S. Navy personnel and city residents. Over the decades, it became a symbol of resilience, having survived the 1991 eruption of Mount Pinatubo, the withdrawal of the U.S. Naval Forces from Subic Bay in 1992, and the economic downturn brought on by the COVID-19 pandemic in 2020. READ: Wildfire razes section of mountain in Zambales tourist town Responders from the Olongapo BFP, the City Disaster Risk Reduction and Management Office , the Subic Bay Metropolitan Authority Fire Department, and the Philippine Red Cross were on the scene within minutes. They managed to bring the blaze under control about one hour after the first alarm. As of this writing, fire investigators are still working to determine the cause of the fire. INQ Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054323/fire-razes-olongapo-citys-iconic-pizza-restaurant
BFP: Fire at Valenzuela industrial site extinguished after two days,"MANILA, Philippines A fire at an industrial establishment in Valenzuela City has been put out after more than 48 hours, the Bureau of Fire Protection said on Sunday. The blaze began at 5:21 p.m. on April 18, and was placed under control by 8:12 a.m. the following day. READ: Valenzuela industrial fire, burning for 17 hours, declared under control It was declared out at 6:12 p.m. on April 20. There were no reported casualties, according to the BFP. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054343/bfp-fire-at-valenzuela-industrial-site-extinguished-after-two-days
PNP mourns death of Pope Francis,"MANILA, Philippines The Philippine National Police is mourning the passing of Pope Francis, which it said reminds the police force to protect with love Gods gift to people. In a statement on Monday night, PNP expressed its deepest condolences to the Christian community. Pope Francis died earlier Monday at the age of 88. READ: Stunned and sad, faithful gather at St. Peters to remember Pope Francis With deep sorrow, we offer our prayers and heartfelt condolences to the Vatican and to all the faithful he so deeply touched, the police force said. A beacon of humility, compassion, and courage, Pope Francis stood for the poor, the forgotten, and the voiceless. His message of peace, mercy, and unity echoes the very values we strive to uphold in the PNP, it added. The PNP also pointed put that such moments reminds them of the popes words: Let us protect with love all that God has given us. The PNP will honor his memory by upholding these values in our service to the Filipino people, it further said. Based on reports the Argentine pontiff spent 38 days being treated for double pneumonia at Romes Gemelli hospital before seeming to recover and leaving the facility on March 23. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054610/pnp-mourns-death-of-pope-francis
"Pope always asked people to pray for him, Filipino priest recalls","MANILA, Philippines Catholics from all over the world flock to popes official apostolic trips, with the belief that having a pontiff intercede for someones requests to Godwhether it be for physical and spiritual healing, fortune, personal successwould be the strongest prayer one can make. People see popes to ask for guidance, not to hand out prayers for an already holy man. But Pope Francis, while he was here in the Philippines in 2015, asked people to pray for himbaffling many Filipinos, according to Catholic priest Francis Lucas. READ: Pope Francis has died aged 88 Vatican What many people did not know, Lucas said, was that Francis, whose visit to the Philippines came less than two years after he assumed papacy, was on the verge of making many radical changes within the Roman Catholic Church. I remember in my interviews when the Pope left from the Philippines, one of the things he always said, and ended in his speeches is, please pray for me. And I was asked why he kept on saying that, Lucas, president of the Catholic Media Network, said in an interview with INQ Today on Monday, after the Popes death. Because there were a lot of changes [] when the Pope visited us. But you know, we are so forgetful that the changes might just be blown by the wind, he said. Lucas said Francis showed extraordinary strength and courage as he was not afraid to visit Leytewhich was battered by Super Typhoon Yolanda in 2013despite another storm looming and bringing strong winds and heavy rains. But if we keep on praying for the Pope and what he showed us, his mettle, when he went to Taclobanimagine a pope wearing a kapote, and taking the risk, amid another very strong and rainy storm, Lucas said. In fact the second plane that accompanied him almost did not make it. But he was there. He was blessed by God. Why? Because simply he was stouthearted, to take time to really be with the people, with the people who are suffering from the disaster, he added. READ: Pope Francis consoled him in his grief, now he mourns his passing The Filipino priest also believes God sent Francis to prepare the world, as his papacy coincided with different conflicts and economic woesnoting that Francis was present when the world most needed a voice of reason. Well, the way I see it, he must be a preparation for all of us, before the violent things that happened in the world. And he even said before that we have to continuously love, love one another. Because he said thats the only solution that Christ showed us, love, Lucas explained. And he always mentioned the poor, the oppressed, the injustice that is happening in the world today. And he visited, I think he had something like 47 apostolic visits all over the world. And he was so humble, he showed him humility. The first act that he did was he did not even wear the fancy shoes of a pope, out of respect that we gave the Pope, the special shoes. He just wore his own shoes, he added. Tributes from all around the world poured in after Pope Francis died at the Vatican City on Monday morningjust a day after his anticipated return to celebrate Easter Sunday with the Catholic faithful in St. Peters Basilica. READ: Pope Francis delights Easter crowd with surprise popemobile tour Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . Many observers praised Francis for willing himself out of sickness, after he was hospitalized for 38 days due to recurring respiratory issues. Just a day before his death, Francis attended the Urbi et Orbi, a mass addressed to the world on Easter Sunday.",https://newsinfo.inquirer.net/2054606/pope-always-asked-people-to-pray-for-him-filipino-priest-recalls
"QCPD investigation chief, 2 more cops relieved","[Updated April 22, 2025, 4:38 p.m.] MANILA, Philippines The chief of the Quezon City Police District Criminal Investigation and Detection Unit and two more officers were relieved from their posts after allegedly releasing a person under police custody without authorization. This was announced by QCPD officer-in-charge Col. Randy Glenn Silvio in a press conference at their headquarters in Camp Karingal on Tuesday. Right now, were conducting an investigation and weve relieved all on duty, including [CIDU Director] Major [Don Don] Llapitan, Silvio said in Filipino. He added that the two other personnel were a jailer and a desk officer. We received an SMS report last Friday. Then-District Director Brig. Gen. Melecio Buslig Jr. received information that there was one PUPC outside custody, Silvio explained in Filipino. We immediately conducted validation, and we interviewed their chief, Major Llapitan. During the interview, he admitted that there was one PUPC taken outside custody, he added. The PUPC taken outside custody was a female with a case of qualified theft, whom the police officers took to a hotel for the PUPC to meet with her family, according to Silvio. When asked if the PUPC was returned to custody, Silvio answered in the affirmative. National Capital Region Police Office Director Maj. Gen. Anthony Aberin said he was notified of the situation last Saturday, issuing the order to relieve the three officers that same day. READ: NCRPO relieves QCPD director Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy . The announcement came right after Aberin announced that Buslig had been relieved as QCPD director following a viral video showing a police officer said to be under the influence of alcohol forcibly entering homes and injuring residents in Barangay Damayan on Monday.",https://newsinfo.inquirer.net/2054829/qcpd-investigation-chief-2-more-cops-relieved
UP releases UPCAT results for school year 2025-2026,"MANILA, Philippines The results of the University of the Philippines College Admission Test for the academic year 2025-2026 are now out. This was announced by UPCATUP System on Tuesday morning. READ: UPCAT slated for August 2-3, 2025 It is encouraged to log in to the UPCAT 2025 results portal to view your results according to the allotted time slots, UPCATUP System said in a Facebook post. Here are the guides in the search for the last names using time periods: To access the results, applicants can access the link using their login credentials they used to apply for UPCAT : https://upcat2025results.up.edu.ph/ Applicants who are offered a slot must reply to the offer by 31 May 2025, Saturday, UPCATUP System added. READ: UPCAT set for August 10-11 The admission tests for the new freshmen students were held on August 10 and 11, 2024. Subscribe to our daily newsletter By providing an email address. I agree to the Terms of Use and acknowledge that I have read the Privacy Policy .",https://newsinfo.inquirer.net/2054777/up-releases-upcat-results-for-school-year-2025-2026
