Title,URL,Year,Content
Coronavirus equals UK mortality rate of Michael Barrymore’s swimming pool,https://rochdaleherald.co.uk/2020/03/05/coronavirus-equals-uk-mortality-rate-of-michael-barrymores-swimming-pool/,2020,"The Government has announced that as many people in the UK have died from Coronavirus as have been found dead in Michael Barrymore’s swimming
pool
.
A spokesman said, “This is a milestone for this virus in the UK. Earlier today a person died from Coronavirus. That brings the total number of deaths in the UK to 1. To put that in context  that’s equal to the number of people found floating dead in Michael Barrymore’s swimming pool. It is also equal to the number of people that have been shot dead by Oscar Pistorius.”
There are fears that deaths from the virus could increase over the coming weeks. “We’re preparing for the worst. In the coming days we expect it to equal the mortality rate of Princess Diana’s car crash. By next week it could be as lethal as lorry drivers and next month you’re looking at something as lethal as Iain Duncan Smith, the Royal Family and Jim Jones.”
A young boy we interviewed to pad this article out a bit told us, “I’m really scared. I’ve never heard of Michael Barrymore but I’ve watched My Kind of People and was genuinely shocked and saddened. That show spawned Charlotte Church and the X Factor. If Coronavirus is worse than that who knows where it might lead.”
We tried to interview Coronavirus but it declined to meet us. Shame, we fancied 2 weeks in isolation."
Singing Covid19 to the tune of Come On Eileen makes Coronavirus less intimidating says WHO,https://rochdaleherald.co.uk/2020/03/07/singing-covid19-to-the-tune-of-come-on-eileen-makes-coronavirus-less-intimidating-says-who/,2020,"In an effort to stem growing panic, the WHO has released new advice for those concerned about Coronavirus.
Virologist Dr Kevin McRowland released the following statement this morning:
“Studies have found that singing ‘Covid19’ to the tune of Dexy’s Midnight Runners hit song ‘Come On Eileen’ will reduce stress and make the virus seem less intimidating.”
More to follow."
Britain shows appreciation for NHS by funding it properly,https://rochdaleherald.co.uk/2020/03/27/britain-shows-appreciation-for-nhs-by-funding-it-properly/,2020,"Britain has decided to show its appreciation for the NHS by funding it properly.
The nation has made the decision that it doesn’t matter what expensive treatment you and your insurers can personally afford if you catch a disease from someone who cannot afford the same.
As a result, the UK has reaffirmed its belief that free at source healthcare is a right for all.
Britain has also decided that a single health service has an incredible negotiating power, so can buy medicines at a better price for all.
The massive negotiating power it has with suppliers is similar to the power of that sovereign wealth fund the Norwegians set up.
You know, that one they funded with the money from the oil in the North Sea they didn’t piss up against the wall.
That one, worth over £750 billion, that one, that we could have had one like.
That one.
To restore this power, Britain has also decided to reverse the division of the NHS into separate trusts, realising this 1990 decision had its origins in political dogma rather than public health.
Savings are also expected to arise from a reduction in both layers of management and the money those managers spend on professional advisers in an effort to avoid being sued.
This will instead be spent on medical care.
With less professional advisers recommending decisions that involve spending money on professional advisers, it is thought that outsourcing will also stop.
Hospitals are likely to return to the model of having a maintenance staff rather than paying a company £40 to hang a picture in six weeks.
These staff will also receive fair pay and a NHS pension encouraging them to take pride in their work than being precariously “self-employed” gig economy gimps.
With Trusts removed and outsourcing ended, the decision to remove services like mental health provision from the NHS and parcel them up into community interest companies ready to be bought by Americans will also be reversed.
Finally, the nation has decided that it will start listening to experts again, particularly when they warn a plague is coming."
“Could Coronavirus be as deadly as Harold Shipman?” Your Coronavirus questions answered,https://rochdaleherald.co.uk/2020/03/13/could-coronavirus-be-as-deadly-as-harold-shipman-your-coronavirus-questions-answered/,2020,"With Coronavirus fever hitting the nation Rochdale residents had many questions. Professor Frederick Seddon of Rochdale College answers some of them.
Will Coronavirus be as deadly as Harold Shipman?
Harold Shipman killed between 250 and 300 people. The latest Government predictions are that 5000 to 10000 people could get Coronavirus. Given a mortality rate of 3.6% this means that we can expect 180-360 deaths. To put that in context, Flu has a mortality rate of 0.1%. 5-10 people would be expected to be dead given 5000 – 10000 people infected. So yes, Coronavirus will be deadlier than Harold Shipman.
If the shops run out of soap can I make my own?
Yes. There are methods available on the internet to do this. One thing to bear in mind is that you’ll need a ready supply of fat. The fat clumps together as it doesn’t like water so it helps pus the virus off your skin. The cheapest option will be to use fat from Coronavirus victims. Just make sure the corpses are quite fresh.
How should I deal with elderly relatives?
At Rochdale College we’ve found the best way of dealing with them is by using a pillow. It tends to muffle the screaming as well which is always useful.
I’m worried that football will be cancelled and I’ll finally have an excuse to stop going as I’ve hated it for years. How should I handle this?
Tell everyone you’ve got Coronavirus then fake your own death.
Am I a dick head?
Yes Barry, yes you are."
Trump gives a shot in the arm to 2020 Darwin Awards,https://rochdaleherald.co.uk/2020/04/25/trump-gives-a-shot-in-the-arm-to-2020-darwin-awards/,2020,"President Donald Trump has thrown an unexpected and much appreciated lifeline to the 2020 Darwin Awards.
The well-known website which describes itself as  a “salute the improvement of the human genome by honoring those who accidentally remove themselves from it in a spectacular manner” was started in 1993 and has featured many incredible example of human stupidity. Past winners have elected to exit the mortal coil by pissing on live rails, posing for selfies on precipices and playing chicken with 800 tonne freight trains.
However, with the worldwide lockdown imposed to combat coronavirus, hundreds of thousands of potential Darwin nominees have been confined to their homes, greatly reducing their creative scope for self-destruction. Had the Herald bothered to contact Wendy Northcutt, curator of the awards, she probably would have told us, “It’s looking pretty grim for this year to be honest. Sure, many thousands or unfortunate souls have died from this horrible virus, but these were normal, decent people. There just aren’t enough total fucking dickheads playing on busy roads, headbutting trains or bungee jumping with steel cables. Unless they get back out there and start feeding themselves balls-first into heavy machinery soon, we may have to cancel this years awards through lack of interest. Yes, I mean the honourable mentions too.”
We imagine Ms Northcut would have continued, “President Trump has always tried hard to keep us afloat. His support base amongst the trigger-happy members of the NRA has produced a steady trickle of gun cleaning incidents; we always consider those for a nomination. More recently he kindly urged thousands of morons to take to the streets and protest the lockdown, but although many have risen to the call, it will be hard from us to distinguish the fuckwits from the innocent victims they help kill.”
But at a press conference yesterday, President Tide Pod surprised the world with the brilliant suggestion of injecting industrial strength disinfectant directly into the bodies of infected patients, a strategy so brilliant in that it will neutralise the virus by depriving it of a living host. Total eradication could be further guaranteed by scorching the lungs with artificial sunlight.
“That man’s a genius!” Northcutt didn’t actually say because we never spoke to her. “We’ve been saying for years that the human gene pool needs a little chlorine. Trump has listened and, well, come up trumps. After only hours the Emergency Medical Hotline in Maryland has received over 100 calls from potential nominees. It looks like this year could actually produce a bumper crop. Thank you, Mr President!”
The Herald has contacted a number of leading medical experts, cleaning product manufacturers and other clever bods for comment, and the response has been unanimous.
“Under no circumstances whatsoever should anyone consider injecting or ingesting cleaning products. Don’t even do it sarcastically. Put the fucking stuff down and leave it to the medical professionals to do their job!”
“And stay indoors!”"
Coronavirus causes charmer to consider condoms,https://rochdaleherald.co.uk/2020/03/23/coronavirus-causes-charmer-to-consider-condoms/,2020,"Since moving to London, St Cuthbert’s alumnus Ben Green has prided himself on, in his own words, “spreading his chutney round Putney”.
Claiming to have graduated one of Rochdale’s leading Catholic schools, he has for several years used this to justify what his nan calls “forgetting to wear his raincoat”.
Whilst Green was an early adopter for protective Tesco apparel, wearing overalls and a mask to pick up his resupplies of Strongbow Dark Fruits, he has until now persisted with his love for bareback riding at the rodeo.
However, all of that could be about to change.
“I have long been confident that when I shoot, I won’t score, whether on or off the pitch,” explained the Fez Club 5-aside captain, “but I realise now that confidence was based on a world before coronavirus.”
Green had initially enjoyed the increased opportunities from the virus, for example asking girls if they would like to be his “Quaran-queen” or indeed whether they would like a rim job if they were short on Andrex.
But increased media focus on the potential for disease transmission has caused Green to reconsider his approach to his occasional seconds of intimacy.
“Now, with working from home increasingly prevalent, the chances of a girl working out exactly where I live have increased, and with that, the potential for consequences.”
As such, Green has decided to learn how to put condoms on in case he accidentally sires and abandons a series of children with different women, and is consequently forced to assume the office of Prime Minister at this time of national crisis.  He remains untested for STDs."
Virus tests increase to 1 million a day as Matt Hancock includes tests he’s thought about,https://rochdaleherald.co.uk/2020/05/04/virus-tests-increase-to-1-million-a-day-as-matt-hancock-includes-tests-hes-thought-about/,2020,"The UK government has announced that Covid-19 testing has now far surpassed the target figure, coming in at 1 million a day.
Health Secretary, Matt Hancock, explained the new figures have been broadened to include all the tests he’s thought about.
Speaking at the daily briefing Hancock told media figures, “My imagination is an incredibly powerful tool in getting control of this virus. We now have the capacity to think about over a million tests a day and that means they’re as good as done. Not only that but I can picture the results being great, so they are.”
Home Secretary, Priti Patel has faced criticism as some suggest that imagined tests are not the same as physical, corporeal ones. In response Patel argued, “I’m sorry that you’re wrong and made yourself look like a complete dickhead but the numbers are actually very clear. Due to the efficient imagination of Matt Hancock testing has increased by two-hundred and ninety five hundred thousand, four hundred and two thousand five percent.”
The NHS have reported a huge increase of spinal injuries following the announcement as Conservatives attempt to pat themselves on the back."
"Well I’ve never caught anything off my kids before, Facebook mum lies",https://rochdaleherald.co.uk/2020/05/21/well-ive-never-caught-anything-off-my-kids-before-facebook-mum-lies/,2020,"Before 2020, Rochdale mum Di Coughlan had rarely posted anything other than pictures of her adorable children and grimacing husband.
That all changed a couple of months ago, when a new profile filter “#Stay Home – It Could Save Lives” appeared, alongside a seemingly never ending set of rants about such topics as people going to the park at the same time as Di wanted to go there with her kids.
She was also vexed by the queues of people trying to get into Tesco when she was trying to get into Tesco, the people walking around the street when she was walking around her street, and the noise of her neighbours’ TV which forced her to turn Netflix up.
It seemed everyone was getting in the way of her normal routing, stopping her from just “Di-ing”.
However, as the end of the Easter Holiday this was replaced with tales of how Ms Couglan is “beyond appalled” at the “so called Teachers Unions telling the governments what teachers want to do”.
She was quite sure that many “wise teachers” would #resist the “politicisation of the opening of schools.”
Still sporting her “#Stay Home” filter, she informed several of her friends that she had categorically never caught so much as a cold from her kids, so they should go back to school.
Former friend Mehdi Al-Professional told the Herald “I just asked her whether she was sure that was true, and she banned and blocked me.
I mean Sebastian is a perpetually snot nosed feral creature and I’m sure I’ve had about five colds off him last year, so it seemed far fetched.”
However, having received a letter from Ms Coughlan’s lawyers, the Herald can inform you that the notion that her children are walking little petri dishes prone to licking doorknobs is false.
Just because every mewling ball of sick and pus you ever encountered in primary school is an incredibly obvious vector for symptomless transmission does not mean they should be drawing on Di’s walls in crayon for a second longer than is necessary.
So there, lefty councils and unions."
Goveid-19 now ‘out of control’ in UK.,https://rochdaleherald.co.uk/2020/07/12/goveid-19-now-out-of-control-in-uk/,2020,"A new, highly infectious virus – Goveid-19 – has reached pandemic proportions throughout the UK, an investigation by The Rochdale Herald has revealed.
Goveid-19 was first detected during the Conservative Party leadership election campaign in 2016 but was not at the time thought to be anything other than a minor irritant. The first person infected was Michael Gove, after whom the virulent disease has been named. The first sign of infection was a loss of his charisma and he wound up having as much as a used condom floating in the piss-filled gutter of a public house car park in South London.
Gove transmogrified into a golem, seemingly fabricated entirely out of smegma and was cursed with viscid, glistening perspiration. He was demonically given the ability to perambulate and gifted with a semblance of speech while remaining unable to tell the truth in any way, shape or form.
Goveid-19 is now spreading rapidly throughout the population. Public Health England have asked the public to be alert for the following symptoms:
Should you develop any of these symptoms, please self-isolate for the rest of your life. There is no cure."
Thousands come together for eye testing,https://rochdaleherald.co.uk/2020/06/07/thousands-come-together-for-eye-testing/,2020,"Thousands of people have come together in the name of ophthalmic health this weekend. Many even brought their own testing kits.
One attendee told us, “It’s great to see so many people out testing their eyesight before driving home. I’ve read at least 40 eye test charts at various distances and can confirm that I’m ok to drive.”
Another told us, “My eyesight is very important to me. The other week I attended one of these mass tests on my own street. We all sang, We’ll meet again. Then we tested various cakes and read the letters V and E from various distances. It’s nice to be able to get together in the town for a bit of mass testing.”
A third one, Bill Board told us, “Last week I tested my eyesight by going to the beach and reading the writing on several distant ships. It’s nice to be able to do this closer to home.”
Bill served in the Army for 23 years before leaving, buying a 3 bedroom semi-detached house that is now worth £250,000. He has 2 cats, a collection of antique dart boards and type II diabetes.
Elsewhere McDonald’s has been inundated with people attending eye tests at its drive-thru’s. One employee told us, “We’ve been really busy. Loads of people turned up yesterday and parked at various distances from the menu and read items off it.”"
“Operation Cumshot” – UK gov commits to spunking £100bn on wizard wheeze,https://rochdaleherald.co.uk/2020/09/10/operation-cumshot-uk-gov-commits-to-spunking-100bn-on-wizard-wheeze/,2020,"The initiative, the budget for which totals almost that of the entire NHS England budget for 2019-2020, has been nicknamed “Operation Cumshot”. This is due to its obvious objective of spunking £100bn over the faces of the usual Conservative party cronies.
“I’m delighted!” Anthony Farquar-Hunt, the 3rd Earl of Little Shittington, told The Rochdale Herald.
“My bank account is going to look, to all intents and purposes, like a plasterer’s radio once good old Boris has spaffed his load all over it.”
Planned spending for the Department of Health and Social Care by NHS England is £140.4bn in 2019/20."
