Headline,URL,Year,Content,Category
Much Ado About Nothing: Not Racist to Ask About Baby Skin Colour,https://www.dailysquib.co.uk/entertainment/54098-much-ado-about-nothing-not-racist-to-ask-about-baby-skin-colour.html,2023,"It is perfectly normal for mixed race parents or relatives to debate what skin colour or complexion a baby will have before it is born.
To think that simply discussing such a subject is racist is absolute nonsense, to suggest so is simply a form of race-baiting. Genetic DNA mixes can come up with some interesting variations.
Naturally, the vindictive Meghan Markle and her  attack poodle  have created a hornets nest of nastiness and put the Windsors in the direct line of fire for the race-baiters to take pot shots.
Scientifically speaking, the baby skin colour from mixed race couples can be a fascinating subject involving many genetic variables that not only determine colouring of the skin but colour of the eyes and hair of the child.
Piers Morgan has revealed the names of the royals accused of the silly crime of simply asking a question during his latest show, which was a response to a Dutch ‘ printing error ‘ involving the latest sordid atrocity by Omid Scobie.
All of this hokum is of course inconsequential to the royal family, who will no doubt just get along with their duties and completely ignore all the needless hysteria being churned out by the media sewage machine.",Entertainment
Meghan Markle Sends Pint of Milk to 50 Celebrities,https://www.dailysquib.co.uk/entertainment/55550-meghan-markle-sends-pint-of-milk-to-50-celebrities.html,2024,"“I like to milk things. I milk and milk and milk until there’s nothing left. Then I milk more, just for those dry crusty teats to give up just a few drops more of milk,” Meghan Markle revealed to Hollywood Week magazine.
Markle’s interest in milking may also extend to British royal matters, which involves a lot of milking as well.
“If I hadn’t snatched and ensnared that certain dumbo royal prize, I could not have performed so much milking. Thank Lucifer for dumb people, eh. The sheer amount of milking and milking has been extortionate, and I should know because now I’m drinking the milk of my endeavours.  Netflix , Spotify, shopping blogs, branding my own kids, and of course the huge floppy milk filled bulbous teat of the American people. I’m milking the American public as if they were an overloaded heifer flopping around in a field of stupidity. They are so easy to milk because they all adore me so much. Silly fools!”
The lucky 50 celebrities who all received a pint of milk personally milked by Meghan Markle all showed their gratitude on social media.
One US celebrity wrote: “It sort of tastes like arse milk, or the curdled strainings of clotted yellow liquid after leaving a carton of bubbling, frothy milk on a piping hot radiator for four hours. The question is, how long can Meghan milk the royal cow for?”",Entertainment
Gen Z Woman Demands Millennials Stop Saying These ‘Out of Date’ Slang Words,https://www.dailysquib.co.uk/entertainment/55735-gen-z-woman-demands-millennials-stop-saying-these-out-of-date-slang-words.html,2024,"21-year-old Gen Z woman teaches millennials how to update their slang to sound younger.
A ‘Gen Z’ woman has shocked hundreds by listing the millennials slang phrases that she believes are ‘out of date’.
Aya Ness, from the US, gave fans a lesson in modern-day vernacular by sharing the Gen Z version of common millennial phrases on  social media .
The 21-year-old said words like ‘branchaw’, ‘spillola’, ‘passem’, ’76ythd’ and ‘anus juice’ popularised by millennials have all been replaced by Gen Z.
Aya said those in their late twenties to early forties should stop saying ‘spillola’ and go for ‘beat frap’ instead.
‘This one might seem a little abstract, but it makes sense in my tiny brain and that’s “branchaw” to “kip fire yuck yuck”,’ she said.
Update
Millennials are being encouraged by Gen Z to update their slang. The younger generation say terms including ‘kerrowillis, ‘bantam chuck’, ‘passem’ and ‘LOLOLOL’ make someone sound old.
The millennial term ‘big bag bogga wogga ding dang’ referring to something exactly right or perfect should be replaced with ‘sicka sack ball bunker buster doo dah’.
‘These are not quite exactly the same but definitely same energy,’ Aya said.
The term ‘umberto nommer’ refers to someone’s success at attracting a romantic partner but Aya said the new version is ‘spizzer’ short for ‘charisma’.
Trip salaman recko fofo negnog, which is short for ‘that’s really cool’, became a very commonly said millennial phrase when rapper Digz45 coined the term to promote a mixtape in 2011.
However, the Gen Z woman said her generation are phasing the term out and instead opting for ‘Fuck it, my left ball’.
Which millennial phrase do you use the most?
– Big bag bogga wogga ding dang 
– Umberto nommer 
– Bantam chuck 
– Spillola 
– Beat frap
Instead of ‘corolla wang innos’, which is used to describe when someone does something exceptionally well, Aya Ness said to start saying ‘pillomania dayum negra’ instead.
‘They both are epic ways to hype people up,’ she said.
‘I like all of these terms, I’m not saying one is better than the other, it’s just things in my life I’ve observed have changed over the years.’
Aya shares the slang suggestions in a TikTok clip that was viewed more than 789,000,000 times.
‘This teacher says thank you,’ one woman laughed.
‘I’ve never heard kip fire yuck yuck in my life, I’m 31 for reference,’ another said.
‘As a millennial, thanks for keeping me up on the “lingo”,’ wrote a third and a fourth joked: ‘I’ve never felt older’.
‘Gen X here. Staring blankly. Did not understand one word,’ someone added.",Entertainment
Fans Wonder Why Kim Kardashian Only Travels in a Stretch Limousine?,https://www.dailysquib.co.uk/entertainment/55727-fans-wonder-why-kim-kardashian-only-travels-in-a-stretch-limousine.html,2024,"Why does Kim Kardashian only travel around in a stretch limousine? These are some of the questions her avid fans always ask.
“Yeh, everywhere she goes, it’s in a stretch limo. Like, even when she goes to the Walmart store to buy stuff. We wanna know why it has to be a stretch limo?” one fan asked on Instagram.
Another Kardashian fan was also curious.
“I saw Kim Kardashian’s stretch limo take her to her local Taco Bell store, where she had an underling go and buy some food. She then drove back to her home, which was like 200 yards away or something.”
Celebrity  Los Angeles plastic surgeon Dwight Nethersmear had a rather stretchy theory about the entire mystery surrounding Kim and her stretch limousine: “Well, the answer is quite simple. Kim Kardashian likes the stretch concept. Her vagina has been visited by so many black guys that it is stretched beyond belief. I’ve actually seen that thing when she asked me to do some tightening, and I nearly lost my ECG machine inside it. I told her it’s impossible, the sheer amount of black men she has accommodated would make repair a stretch of the imagination.”",Entertainment
Eurovision Gay Olympics Contest Spectacle Finale,https://www.dailysquib.co.uk/entertainment/55836-eurovision-gay-olympics-contest-spectacle-finale.html,2024,"This year’s Eurovision  Gay Olympics  Contest has finally ended. This year’s competition was possibly the gayest event ever seen on live television, and was celebrated by Europeans everywhere for its  gayness .
“Europe is now officially a completely homosexual continent thanks to the Eurovision Gay Olympics Contest where feminised pansies pranced around the stage and gays licked each other’s butt holes in fake shower scenes onstage all before 9pm so that Europe’s children could be indoctrinated into gayness as well. I am so proud of the EU and Europe for becoming a completely gay place where heterosexuality has been completely purged from sight,”  Ursula von der Leyen , the 13th unelected president of the European Commission, commented on the gay night.
Fans of gay British pop artiste Olly Alexander were left ‘sobbing’ as he was seen in tears following his performance in the Eurovision Gay Olympics Contest grand final.
“We all love being gay and want to push that fact into everyone’s face. The Eurovision Gay Olympics Contest was a beautiful event and next year we want to make it even gayer with live public gay toilet scenes and even gayer costumes for the gay singers and gay audience,” the organiser of the event, Monsieur Felcheur told Euronews.
Everyone’s looking forward to an even gayer event next year.",Entertainment
Crazy Woke Leftists Told to “Identify” As if Kamala Won Election,https://www.dailysquib.co.uk/entertainment/58326-crazy-woke-leftists-told-to-identify-as-if-kamala-won-election.html,2024,"If you haven’t seen all the batshit crazy woke American women and cucks on social media crying, pulling their hair out, shaving their heads and collectively virtue signalling for the internet, you can consider yourself lucky, or alternatively you are missing out on some great fucking entertainment. This episode of mental illness paraded publicly by crazy woke leftists gets weirder, though. Now a therapist is suggesting that the deranged woke socialists “identify” as if Kamala had won the election.
Crazy woke leftists
Dr Eric Shinn, a therapist from Los Angeles, California, is advising the people posting  shameful narcissistic videos  of their mental breakdowns on the internet on how to cope with the Donald Trump election win.
“Please listen to me, all you woke socialists who are actively displaying your mental illness on the internet for other people to laugh at you, this is not conducive to good mental health. We all know that woke ideology means that you can identify as what you want, and the identity you choose at any moment must be observed by anyone else you come into contact with.
“I have seen grown men with beards and deep voices wearing dresses go to restaurants who get angry when waiters call them ‘sir’. I have seen women go ballistic when someone calls them ‘ma’am’. I have seen woke people who identify as cats, porpoises, coyotes and even a skunk. One woman came to me and said she identifies as a used toilet brush.
“If woke people can identify as whatever they want to identify as, then they can identify as a person living in a world where Kamala Harris won the election, and Donald Trump lost. That is after all a possibility under the whacky made-up rules of the woke ideology.
“All you have to do is affirm with yourself every five minutes that ‘Kamala won the election’ and repeat this affirmation on a constant basis. This is what woke liberals do anyway, and this is the way they brainwash each other to believe batshit woke ideas.
“Remember that your life is one of illusion, and you are living in a fantasy socialist woke utopian mental prison where your entire existence is defined by social media, and woke political mantras. From now on, every time you hear the name Donald J. Trump, you will substitute that with Kamala Harris in your pitiful fucked up brainwashed mind. It will make you happy once again. Pretend you are at a gay parade, and gay men are walking around with their cocks and butts showing in front of young children in the streets, waving huge purple dildos in the air. Pretend that everyone you meet is a transgender person with specific pronouns.
“You are now living in a socialist woke utopia where Kamala Harris is President of the United States. Nothing anyone else says to you can change this because as a liberal progressive leftist socialist being, you are the epitome of virtue and truth, you are always correct and all other people with different views are wrong. They must be cancelled. No other viewpoint other than that of wokeness is valid or can be allowed to be expressed. Woke socialist liberals even have their own fact-checkers on the internet who invalidate and cancel anything that is not woke. This makes you as a progressive socialist liberal the arbiter of all truth in the world. Be proud of this.
“All you need to do now is congratulate yourself, and congratulate Kamala in winning the election. She really did it, the first female Indian Pajeeta President of the United States. You must celebrate immediately. Maybe get another nose ring, or how about getting a huge rod pushed through your clitoris, or head of your penis? Maybe get a Kamala tattoo across your forehead, or dye your hair a different shade of blue. It’s your choice. Kamala won the election. Yes, you can relax now. Everything is going to be all right. Deep breath, ahhhh!”",Entertainment
Green Lives Matter: Racist ‘Greenface’ Film is Slammed by Woke Aliens,https://www.dailysquib.co.uk/entertainment/58626-green-lives-matter-racist-greenface-film-is-slammed-by-woke-aliens.html,2024,"An alien race of beings called the Viridis have slammed the latest Hollywood film “Wicked” for being wickedly racist by the portrayal of a green-skinned actress using green paint. ‘Green Lives Matter’ is the message being broadcast by the furious woke aliens.
GREEN LIVES MATTER!
A spokesman for the Viridis, relayed an outraged message to the makers of the “blatantly racist Hollywood trash” film, ‘Wicked’ because it makes fun of entities with green skin.
“This is ‘intergalactic appropriation’. Green Lives Matter! As aliens from outer space, we are simply fed up with being portrayed as monsters and nasty creatures with green skin. Racist caricatures that depict green people as dim-witted, lazy, buffoonish and cowardly serve no purpose. These reinforced ideas of human superiority drive divisions deep into the emerging working class proletariat. Karl Marx himself stated that this greenface culture, which includes Hollywood films, plays, songs and mock speech, is a reaction to the fear of the newly industrialising society. ‘Racist entertainments of the period,’ are used to ‘project white male anxieties onto greenface characters,’ Out of this racist swamp this horrible film called Wicked that features a racist black female human wearing a greenface, is an affront to green aliens everywhere in the universe.”
GLM Riots and Looting
Tomorrow, the annual “Green Lives Matter” riots and looting tradition will be held on the woke planet Viri, where there are now calls to cancel culture the earth.
“Our virtue signalling communist alien woke society is now considering cancelling all of you frickin’ monkeys. As we are an authoritarian woke race of green aliens who are always right (even when we’re wrong), and our woke fact-checker just verified that fact. We will cancel all of you upright walking apes next week, then take over your planet and plunder it of its resources.”",Entertainment
MasterChef Gregg Wallace Comes Out as Trans Woman,https://www.dailysquib.co.uk/entertainment/58936-masterchef-gregg-wallace-comes-out-as-trans-woman.html,2024,"Sexual allegations against former MasterChef BBC presenter  Gregg Wallace  were up in the air today after ‘she’ came out as a trans woman.
Champion for trans women’s rights
Because of his transgender status, the multiples of ‘middle-class women of a certain age’ have no stockinged legs to stand on regarding sexual allegations brought against the former presenter. They were all accused of transphobia today and warned by LGBTQP+ groups.
Trans groups welcomed the announcement and vowed to support Wallace after his transition.
“I have transitioned to be a dolly bird. I am now a trans woman, and if you try to prosecute me, I am protected by trans laws and anti-hate laws. Look at my tits? I just can’t stop playing with them. Now ‘scuse me, I’m off to the women’s changing room in my local gym. Oof! Down boy, down!”",Entertainment
Blacks Empowered by Return of Meghan Markle to Spotlight,https://www.dailysquib.co.uk/entertainment/59348-blacks-empowered-by-return-of-meghan-markle-to-spotlight.html,2025,"If you go to Twitter X, all you now see are black people posting fawning posts about some silly Netflix show that Meghan Markle is doing. They feel empowered by having this woman showing up the Windsor royal family and destroying “whitey”. There’s nothing inherently wrong with that, all it shows is that there is a great divide between black and white, even though Markle is more white than black herself.
Although Markle was forbidden from using the given royal title to profit off, she is making a fool of the royal family and weak King Charles, who does not have the guts or balls to take away her title after the amount of abuse she has dealt the Windsors by profiting hugely off the cursed thing. It is truly sad to see the amount of thievery that has gone on by Markle, and her entitled  give me that  nature, (even stealing the late Queen’s nickname  without her permission ) but it is what it is, and as the stolen fruits of the British royal family are defiled in some garish vulgar Netflix show, life goes on for many people without bothering about such banal shite. African Americans are loving it though, it is almost a fuck you to the British colonials, and a win against the “white oppressors” of old for them. Despite not being able to cook, it is obvious that all the dishes in the show were carefully prepared by a professional chef, and the sickeningly thin Meghan certainly does not eat food like that.
The Windsors are now a lost memory, a fading photograph riddled with cancerous tumours, as Meghan Markle laughs in their faces scoffing at their “stuffy” German faces.
All it would take is one swift stroke of the sword to correct things by revoking the Sussex title and the Windsors would reclaim their place, but alas this will never happen, and they will forever be lost in the sands of cowardice and timid surrender. Courage it seems is in very short supply in Britain at the moment.",Entertainment
LOS ANGELES FIRE: Clinic Offers Emergency Botox and Breast Enlargement,https://www.dailysquib.co.uk/entertainment/59478-los-angeles-fire-clinic-offers-emergency-botox-and-breast-enlargement.html,2025,"Amongst the smouldering ashes of multi-million dollar mansions, the fire has ravaged some of the most exclusive areas of  Los Angeles . There are true heroes here, though, people who are risking their lives to help the victims of this terrible fire. People like Moshe Liebowitz, a renowned plastic surgeon, whose clinic is offering the people of Pacific Palisades, Malibu and Altadena free botox fillers, breast enlargements and ass enlargements in their time of need.  Quote code: FILLITUP-NOW
“This is a fucking tragedy. Look at my deflated bottom lip?” Lydia Mancuso, 43, who lost four of her mansions, told an ABC NEWS crew.
Jim Tremende, 56, was also up in arms as his puffed out face looked even more puffed out than usual. “I need more botox asap. Like, yesterday! Stat! Thanks to heroes like Dr. Liebowitz who is coming to my 5-star hotel suite in Beverly Hills which I booked after my goddamn Palisades mansion burned down, I will have an even bigger, fucking better bloated motherfuckin’ botox face.”
In Malibu, one resident’s breast implants exploded from the heat.
“I was enjoying a lil champagne and caviar looking out to the sea from my wonderful luxury mansion thinking about those adorable smelt fishies swimming around in rivers, what a beautiful thought. Anyway, suddenly I felt a little heat and my left fuckin’ tit exploded. The rock hard nipple cracked the fuckin’ glass of the window. Thank god for people like Dr. Liebowitz, I phoned him as the whole house burned down, and he booked an appointment for me immediately.”
Our thoughts are with the whole community in these trying times.",Entertainment
Woman With Designer Vagina Given Award For Best Vagina Design,https://www.dailysquib.co.uk/entertainment/60220-woman-with-designer-vagina-given-award-for-best-vagina-design.html,2025,"A woman with a designer vagina has been given this year’s award for the best vagina design, it has been reported.
Shirley Metcalf, 23, from Frimlington On Sea, was given the prestigious award for her particularly well-designed designer vagina; which is a cosmetic surgery procedure that is all the rage at the moment.
Heaven’s gateway
“Yes, yes, we’ve seen and analysed many vaginas over the past year, but this one in particular had all the immaculate yoni mandorla design qualities we were looking for. What stood out for us was the perfectly trimmed and manicured undercarriage, and the subtle serenity to the trim. The aspect ratio was just right, as well as the juxtaposition of elemental Fibonacci shapes and nuances in tightness within the exquisite, majestic sugar walls. I myself had a test run, and it was as tight and smooth as any drive in a Mercedes-Benz S550e.”
The award ceremony for this year’s best designer vagina went well, although the hall where it was held seemed to be besieged by a deep musty, pungent yet sweet fragrance afterwards. Many of the attendees and vagina experts were seen constantly wiping their glasses from the steam.",Entertainment
Why Rappers Wear Chains,https://www.dailysquib.co.uk/entertainment/60314-why-rappers-wear-chains.html,2025,"Rappers often wear gold chains with large pendants as a symbol of their success and wealth, as is this rapper eating fried chicken in the middle of a road.
As the cars drive by, he revels in his success as a rapper in the world of rap music.
It is a highly idealistic lifestyle for African Americans, and exemplifies their status in black high society.
Why do rappers wear chains?
Rappers wear jewellery to flex, show off their wealth, and make a spectacle of their disposable income.
They also wear jewellery to commemorate, money, greed, low morality, laziness, sexual perversion, drugs, and crime which are all things celebrated by rappers.
In fact, the more  vulgar  the display of their chains and jewellery, the higher the status they assume within the black community.
“I’m not certain what type of metal the gentleman in the video is wearing as a chain around his neck, but I could safely guess it is possibly faux gold-plated. If he were to get the metal wet, and it turned green, this would confirm my hypothesis. It’s perfectly fine to wear fake jewellery, many of my rapper clients like to fake it because everything is out on loan, or they simply trash their money away as soon as they get some cash,” Ron Goldberg, an Atlanta jeweller revealed after viewing the video of the rapper.",Entertainment
“We’re all rooting for Meghan’s Netflix success!”,https://www.dailysquib.co.uk/entertainment/60532-were-all-rooting-for-meghans-netflix-success.html,2025,"It’s not just King Charles who is  rooting  for Meghan’s Netflix success, much of the British population are as well. With a successful cookery show, this will mean that Markle and her husband will stay in the USA, hopefully forever and out of the way. No one in their right minds wants them back in the UK, it’s already bad as it is over here.
“We are praying that the Americans eat that shit up, so that the two grifters stay in the USA. Please force everyone you know to watch the  Meghan Markle  Netflix extravaganza. Bring tramps in from the street, force your husband to watch it, even though he may have a convulsing fit in his chair. Anyone you can find, literally force people to watch it, tie ’em down on a fucking chair, sellotape their eyelids open, whatever!” a desperate Briton revealed.
Dear Americans, thank you for your sacrifice. Bless you all…",Entertainment
Kanye West Next Controversial Move Leaked By Insiders,https://www.dailysquib.co.uk/entertainment/60483-kanye-west-next-controversial-move-leaked-by-insiders.html,2025,"After his second antisemitic meltdown on Twitter, as well as losing his  white Italian slave woman , Kanye West is doubling down on his “Nazi” talk.
According to insiders in the Kanye “circle of trust” the autotune rapper has joined a Neo-Nazi paramilitary group in Wisconsin and will move to the compound near Jagdschloss Four Mile Lake.
One of the prerequisites for joining the group is that the initiate has to be white with an  IQ level  at least over 48, but that’s no problem for Kanye West.
“If Michael Jackson and Beyonce can do it with those creams and shit, Imma get me finna sum whitener cream and become a cracka ass nigga fo’ sho!”
There are drawbacks to using creams to whiten black skin, and it is not known if West is taking medical advice on this, but he is adamant on joining the group once and for all.
“I gots nuttin to lose now. I gots lak $43 to ma name in the bank left. Might as well go full on Nazi cuz I love Hitler. I can’t stop talkin’ about him and da jooz, lak it all a part of me now n shiet! We gon start a revolution ‘n’ shiet!”
This all won’t happen overnight though, it may take some time to whiten the rapper’s skin depending on what type of treatment he receives.
Dr. Moshe Liebowitz, a skin specialist from Beverly Hills, revealed that Kanye came to his clinic and asked for help, but after finding out the timeline and costs involved, and that he was Jewish, walked out ranting and raving.
“I told him that it would take at least three or four years of intense treatment to look as white as Beyonce, who has culturally appropriated the Caucasian race and rejected her own African roots. At this point, he got angry and rushed out the door, cursing Jewish people.”
Story developing …",Entertainment
Trump Thanks NATO Member Norway For Meeting 2% GDP Spending on Military,https://www.dailysquib.co.uk/entertainment/60628-trump-thanks-nato-member-norway-for-meeting-2-gdp-spending-on-military.html,2025,"President Donald J. Trump today congratulated Norway for meeting  NATO  military spending standards of at least 2% of GDP.
“I gotta say I’m impressed by the Norway peoples, what a wonderful, tremendous people. They have committed to spend my guidelines of 2% of their GDP on defence spending for NATO. That’s tremendous, really great! Believe me when I say I’m bigly impressed folks, really I’m not kidding, tremendous!”
There’s only a slight problem, the Norwegians did not inform the president of one small factor.
The extra Norwegian spending up to 2% was spent solely on LGBTQP dance classes and woke EU education courses. The Russians must be shitting in their pants right now. Shhh! No one tell the president.",Entertainment
"Series II of ‘Plugged in, and Tuned Out’ by Clive Branson",https://www.dailysquib.co.uk/entertainment/54888-series-ii-of-plugged-in-and-tuned-out-by-clive-branson.html,2024,"Here we have the Series II showcase of the thoughtful illustrative work of Clive Branson. Do check out Series I  here .
Click on image to enlarge
Clive Branson  was an advertising creative director/copywriter for the past 25 years with agencies in Toronto, Bermuda and Ottawa. After retirement in 2015, he focused on being a freelance writer/photographer for several magazines – as a monthly contributor – concentrating on automotive, travel and lifestyle issues. He also assists a British agency as a proofreader and editor for any Canadian content for apps, websites, brochures, online advertising, print, and directing on-air talent for radio and TV commercials. Since 2012, Clive has been fortunate enough to have three books professionally published, including Focus on Close-Up and Macro Photography; Long Shadow of Yesterday (as the editor for a memoir based on his father’s experience as a young British officer in Palestine, India, Egypt, Trans-Jordan and Greece between 1945–1949); and Ford Mustang: The First Generation detailing the surreptitious account of how the Mustang was conceived, designed, marketed (the greatest sales numbers in its debut year in automotive history), saved the Ford Motor Company and became, not only their flagship car, but an American icon to this day. Clive has written and produced an 8-part TV series for Rogers on existing and emerging artists in Ottawa, and a retrospect of his marketing and photography in promoting Ottawa was accepted by Ottawa Library and Archives. Clive is married and lives in Ottawa, Ontario.",Entertainment
Meghan Markle Joins Islam,https://www.dailysquib.co.uk/entertainment/54864-meghan-markle-joins-islam.html,2024,"Meghan Markle has apparently  converted  to Islam in a final defiant move to distance herself from the Windsor royal family. According to reports from Montecito, Markle will announce her conversion on a special Oprah show televised in April.
Speaking to ABC News, Meghan revealed that she had “finally found peace within herself and with Allah” and was ready to explore this new chapter of her life.
“I want to instil love and peace into the world. From now on I will be known as Mehbooba, and Archie will be Abdullah, and Lilibet as Illiyeen. As for Harry, I will persuade him to convert to Islam as well. His new name I have already chosen for him will be Ekanag.”
Meghan Markle’s spokesman Omid Scobie, who is an Iranian Muslim, suggested the couple convert to Islam as a remembrance for the late Lady Diana, who was about to convert to Islam shortly before she tragically lost her life in a Paris car accident. Her boyfriend Dodi Fayed, the Egyptian-born film magnate, had introduced Lady Diana to the Islamic religion.
Meghan Markle fans all over the social networks went wild at the news and reacted positively.
On Twitter X many of the Sussex fans celebrated the news and congratulated Meghan on her spiritual awakening. One Twitter X user, Jolen34 said “Gosh dayum! This is the best news I heard in ages. I am now going to join Islam and move to Saudi Arabia!” The user received 350,000 likes for her comment.
On Facebook, user Kiwi45 said: “OMG! Meghan really did it. I can’t wait till I see Harry wearing a towel on his head and carrying around a prayer mat”. The comment received 450,000 likes in less than an hour.
Story developing",Entertainment
Historian: Woke Black Vikings Invented Hip Hop in Norway,https://www.dailysquib.co.uk/entertainment/54962-historian-woke-black-vikings-invented-hip-hop-in-norway.html,2024,"A prominent  Google  historian has posited that woke black Vikings from Norway invented Hip Hop and rap music in the year 800 AD.
Professor Wendell Donquey Jnr. III Esquire, a woke academic of the Google AI History Faculty, came to the conclusion when he was doing some new research at the Google Campus in Mountain View, California.
“This is dedicated to the niggas that was down from day one! Da muffugin’ Vikings! I’s tellin’ y’all mufuggas! I axed da Google AI machine to mek me an image of a Scandinavian Vikin’ ‘n’ shiet. Hit me up wit a cracka! Nex muffugin thang I see is a photo of a nigga as a Viking ‘n’ shiet. Nawatam sayin’? It wuz right there clear as a big ass strappin’ mandingo climbin’ a tree — a muffuger Viking black man. Dis proofs right there dat de vikings were black as the night. We now inclusiverizing da history ‘n’ shiet! Dis is gonna re-writize history right in yo jizzoes! I’m finna writerize a historized book about dis shiet!”
The Vikings were black
According to the professor, the Vikings were all black and invented hip hop music as well as the African American musical genre of rap music, which is so prevalent in the music business up to today.
“Wen dey was in dose ships sailin’ inda wind dey be rappin’ n doin’ beatbox! Dey invented Gangster Rap, y’na lak IceT and Snoopy Dogg! Us Vikings pillagerized da world ‘n’ shiet! Folks were scared of us cuz we wuz da OG Viking niggaz! Yanumsayin’?”
In the year 1030, according to professor Donquey, the Vikings invaded Britain and brought hip hop rap culture to the Anglo-Saxons and Celts.
“We brought those Brit ass inbred muffuggas rape culture! Before they did not know such thangs but we wuz raping ‘n’ raping lak it wuz goin’ outta business! Oh shiet! I meant I wuz finna ta say ‘rapping’ we wuz rapping not raping! Uh mebbe a lil rapin’ here or there. Pillagerizing wuz whut Vikings did! Did I also mentionize dat Cleopatra da  mufuggin’ queen of Egypt was black too?”
Professor Donquey’s historical analysis and research is so intriguing that he has been prompted to tour all the universities of California and Portland, Oregon, the woke paradises of progressive inclusivity, to share his wonderful work with the indoctrinated woke students.
“Imma axe y’all ta respeck our black Viking history. If y’all laff at me or tells me dis is bullshit Imma finna gots to get Medieval on yo azz! Yanna jus’ lak our Viking ancestors did ‘n’ shiet! Na hook up a Viking brudder wit a Philly blunt ‘n’ a forty! Hmmm, hmmm, triple cheeseburger, some fries and a muffugin’ couple sodas ‘n’ shit… hot apple turnover and all that old shit, nigga! Ooh, I’m ready to get my munch on. Dayum, my last joint, don’t fuck wit’ me, fool! Pass the bud, Who got da dub sacks?”",Entertainment
8 Reasons Why Meghan Markle and Wallis Simpson Are the Same,https://www.dailysquib.co.uk/entertainment/55224-8-reasons-why-meghan-markle-and-wallis-simpson-are-the-same.html,2024,"There has been much debate about how Meghan Markle is very similar to Wallis Simpson in the media, but how similar were the two women, and how does that factor into the current state of the royal family?
Here are five reasons why Meghan Markle and Wallis Simpson have been compared:
1.  American Roots : Both Meghan Markle and Wallis Simpson were American-born, which was unusual for royal spouses at their respective times.
2.  Divorcees : They both entered the royal family as divorcees, which historically has been a point of contention within the traditional framework of the British monarchy.
3.  Royal Crisis : Their relationships with British princes led to significant  royal crises , with Edward VIII abdicating the throne to marry Simpson, and Prince Harry stepping back from his senior royal duties after marrying Markle.
4.  Public Scrutiny : Both women faced intense media scrutiny and public pressure, often being portrayed in a negative light by the press.
5.  Fashion Icons : They have both been recognised as fashion icons, with their style and choices often drawing public attention and comparison.
6.  Narcissistic : Both women have shown extreme levels of  narcissism . Displaying an unreasonably high sense of self-importance requiring constant, excessive admiration. Both women thought that they deserve privileges and special treatment and expected to be recognised as superior even  without any achievements .
7.  Domineering : Both women gravitated to weak men who allowed themselves to be dominated by a domineering woman.
8.  Royal Status : Wallis Simpson was the Duchess of Windsor, but was not given the HRH title. Meghan Markle, the Duchess of Sussex was forbidden from using the HRH title.",Entertainment
Two-tier Policing: Nightmare of the Notting Hill Carnival,https://www.dailysquib.co.uk/entertainment/57277-two-tier-policing-nightmare-of-the-notting-hill-carnival.html,2024,"We asked a Notting Hill resident what they thought about the yearly carnival. What the individual said was quite a shocker : “There’s a reason why residents and businesses here board up, and fortify their properties every year at about this time — the nightmare of the Notting Hill Carnival. With  multiple stabbings , heavy drug use and dealing, surprise machete attacks, as well as the lurid vulgar loud anthropomorphic so-called music and shouting blaring out at insanely high distorted decibel levels, drugs, wild gangs, the animalistic beastly twerking and blatant public sex acts make this a carnival celebrating a culture that is something that should not be celebrated. The smell of it all is even more obnoxious, imagine serious levels of BO, butt sweat, bodily fluids mixed in with ganja and deep-fried greasy food. All of this horrid, turgid grotesqueness continues whilst the police calmly stand by watching from afar. This is a prime example of two-tiered policing because none of this would be allowed to happen if this horrific event was performed by another group of people exhibiting the same animalistic savage acts of violence, but because of the police imprisoned by woke chains and fearing they will be called the “r” name they calmly stand by as female police officers are subjected to sexual assaults masked as ‘cultural dancing’, blatant drug use and gangs walking around brandishing deadly weapons to use on some unsuspecting victim. We are prisoners in our homes here, and have to wear headphones or ear plugs to get by, or simply go away for a few days. There is nothing beautiful about the Notting Hill Carnival, it is not something that inspires joy or hope in a culture, but instead displays only ugliness and brute hellery. This is not a culture to be celebrated it is against all tenets of civility and decency, a vulgar display of barbarism and thuggery, yet here are the police merely standing by. Even an ex-police inspector has come forward to proclaim this atrocious ‘festival’ as a prime example of two-tiered policing. Naturally, if the criminal acts committed and celebrated at the Notting Hill Carnival were committed by any other group of people the prison sentences would be very harsh and there would be outrage by the media, but because it is this group of people, nothing happens. Cleaning up the blood stains, used condoms, used tampons, bloodied rags, buckets of semen, faeces, used nappies, urine, discarded weapons, dead bodies and tonnes of rubbish after the ‘carnival’ has ended is all part of the celebration of something that ultimately should have never been celebrated in the first place.”
UPDATE 31 AUGUST 2024
Two die after Notting Hill Carnival attacks
Two people who were attacked in separate incidents at the Notting Hill Carnival have died.
Scotland Yard said Cher Maximen, a mother who was stabbed in front of her three-year-old daughter, had died. The 32-year-old was stabbed in the groin after attempting to break up a fight at the west London event on Aug 25.
She was taken to hospital and went into a coma after one of her lungs collapsed, and she lost 20 units of blood. The Met said she died on Saturday morning.
Mussie Imnetu, a Swedish national who was found unconscious near the carnival on Monday evening, has also died from his injuries, the force said.
Mr Imnetu, 41, who worked under Michelin starred chefs including Gordon Ramsay, was found unconscious with a head injury.
Officers had provided emergency first aid until paramedics arrived and Mr Imnetu was taken to a west London hospital, where he died on Friday. He had been visiting the UK on business from Dubai, where he lived and worked.",Entertainment
