Headline,URL,Year,Content
D-List Former Actress Attacks Quentin Tarantino and Mike Myers,https://www.dailysquib.co.uk/entertainment/47598-d-list-former-actress-attacks-quentin-tarantino-and-mike-myers.html,2022,"Here’s the way we see it at the Squib. The fucking toenail clippings of Quentin Tarantino have more worth and clout than 1 million D-List Meghan Markles. The ass hairs from Mike Myers’ asshole have more worth and value than Meghan Markle will ever know or realise.
Who the hell is Meghan Markle anyway? Apart from being a dangerous narcissistic manipulative grifter who latched on to some royal single-brain-celled dumbo, she is a D-list actress with not much talent apart from having the ability to suck a golf ball through a garden hose. What have been Meghan Markle’s achievements so far? …crickets…
“Meghan Markle is a nobody, a stain on not only the British royal family but on the entire human race. Here is a dumb cretin who cannot distinguish the nuances and rhetoric of certain film genres. Yes, there are gross exaggerations in Tarantino films, but that’s what makes them so enjoyable to watch. Austin Powers utilises the technique of parody and comedy with exaggerations and general silliness as a form of entertainment. This is something the humourless piece of ass chunder, Meghan Markle is completely lost to. She has no idea, and should be completely ignored by the entirety of the entertainment industry. I bet this fucking moron has hired a stasi woke fact-checker to fact-check comedy and satire. What kind of a misinformed idiot fact check’s comedy or satire?” one angry film executive revealed on Wednesday.
Art is subjective. There is no need for justification, or explanation."
Man Actually Believes a Single Word Uttered From TikTok ‘Influencer’,https://www.dailysquib.co.uk/entertainment/48392-man-actually-believes-a-single-word-uttered-from-tiktok-influencer.html,2022,"A 28-year-old man from High Wycombe revealed today that he actually believed a single word from a TikTok influencer.
“Yes, what the TikTok influencer said must be true because he has over 40 million subscribers and over 200 million views. Everything he said must be true just from the sheer number of likes on what he said,” the man revealed.
The Chinese controlled social network TikTok is well-known to security agencies as a tool utilised by the CCP to destabilise Western countries with inane, useless videos and dangerous disinformation."
Fat Ugly Gay Builder in Nappy Music Video Causes Outrage,https://www.dailysquib.co.uk/entertainment/49237-fat-ugly-gay-builder-in-nappy-music-video-causes-outrage.html,2023,"A hypersexualised music video featuring an overweight ugly gay builder in a nappy cavorting around a homosexual orgy drinking urine and miming to autotune has quite rightly caused outrage.
The vile video is also proof that YouTube and its so-called squeaky clean advertisers are all hypocrites. No doubt the video will be completely monetised despite coming down hard on everyone else on the platform for very mild infractions. Top woke brands are fine with spreading this kind of excrement around.
Plastered all over YouTube and other sites, the grotesque video is even shown to children as young as five, but because it is gay it is given special permission and allowed to proliferate across all media in the hope it will indoctrinate young children and normalise paedophilia.
“There’s nothing we can do about it. This is the current agenda, so it has been given the green light from all of the controllers including the Google monopoly,” someone from some irrelevant media watchdog element revealed.
The crass vulgar music video has great comedy value, though, if you can bear to watch it without cringing. Obviously, no one who participates in the video has any form of dignity left or any capacity for self-analysis, let alone a measure of true aesthetic awareness."
James Cameron’s Avatar: The Way of the Water,https://www.dailysquib.co.uk/entertainment/48731-james-camerons-avatar-the-way-of-the-water.html,2022,"If you are thinking of taking the family, or friends, or partner to a film of this calibre, you must, and we insist…must…watch it on IMAX 3D. As a piece of work created by Cameron and his crew it is an amazing experience with 3D on an IMAX screen.
Folks, in these times of utter depression and misery, this is what we need, an escape from the burden of reality, and it is James Cameron’s meticulous cinematic wizardry that will take you into a fantasy world of blue for three hours and twelve minutes. Hollywood needs to move in this direction of creating grand entertaining fiction.
The message pretty much given in this sequel is that humans generally suck shit, sure not all humans but especially the corporate military industrial complex conglomerate monopoly business people who basically bulldoze over everything to build fucking car parks and shopping malls over nature reserves and native homes.
This is basic cowboys and Injuns stuff. The good guys are obviously the natives and the bad guys are the harpoon gun toting cowboys.
As for Edie Falco from the Sopranos, we were expecting her to suddenly come out with a plate of gabagool, and chastise Tony for the latest whacking of some wise guy.
The dialogue? Forget about that; sure it’s simple but that is not what the film is about. Films like this are about pure action and visual entertainment with an underlying message — that’s it.
The amount of processing power to render this film must have been huge. The CGI at points did have its flaws, but for a fantasy sci-fi the attention to detail was pore deep, like pores in the skin texture and lighting effects. The human to alien interaction was almost perfect, there was not much textural or granular difference, although in 3D, sometimes the tracking or frame rate was a little jumpy.
If you don’t detest humans after watching this, then you ain’t human. You must go and watch this film, a serious addition to Cameron’s backlog. It is the perfect seasonal entertainment that will entertain."
Greta Thunberg to Star in Eco Pizza Porn Video to Taunt ‘Toxic’ Influencer,https://www.dailysquib.co.uk/entertainment/48819-greta-thunberg-to-star-in-eco-pizza-porn-video-to-taunt-toxic-influencer.html,2022,"It doesn’t get more insidious than this. Darling of the eco hysteria business Greta Thunberg announced on Friday through her management company that she will be starring in an eco pizza porn video. Why would this sweet little girl be doing such a thing?
Big Dick Energy
“I want to humiliate this toxic influencer and his toxic ways. He has small dick energy, and I only like my Isterband at 10 inches. Anything below that is small for me. Throw in a couple of vegan pizzas I can roll around in, and we have some real dirty Swedish eco porn.”
The strictly naughty videos will have images of icebergs melting and polar bears stranded on rocks to compound the effect of helplessness that is Thunberg’s trademark.
The people that control Thunberg want to promote a dirtier side to the angelic character that everyone knows and loves.
“She is not promoting breeding with this video, on the contrary, she will be promoting self-love and pizza to save the planet. Greta also wants to put two fingers up to that toxic idiot who got caught by the police from a pizza box. We never mention his name here in the Eco HQ, just call him a ‘liten skit’,” Göta Söderström, spokeswoman for Thunberg revealed on Friday."
Why Aren’t Rap Artists Subject to ‘Sensitivity Readers’?,https://www.dailysquib.co.uk/entertainment/49481-why-arent-rap-artists-subject-to-sensitivity-readers.html,2023,"Woke publishers pandering to Soviet censorship drives pushed by the CCP in the West are now employing ‘sensitivity readers’ to butcher and water down literature by formerly celebrated authors. The latest victim to fall prey to sensitivity readers is the late children’s author  Roald Dahl . As the paragons of Western literature are daily defiled by these woke lords of censorship, one can only ask the question, why are rap artists given free rein to produce their often caustic, racist and misogynistic lyrics without any censorship?
Rap people often splatter their lyrics with the Latin word for black, and talk about their ‘bitches’, their ‘hoes’ as well as tales of dealing hard drugs and murder.
“African Americans are free to write the most vile lyrics simply because they are black, and are a protected species in America. If a rapper is white or any other race, then they are vulnerable to censorship and cancellation,” a record executive for a rap label revealed.
Call it hip hop, rap, or R’N’B whatever it is called, if it has black people spewing out their vile hatred and nasty lyrics, it is okay with the white liberal scum who enable that shit."
Smack Down: Prince William Punched Harry Over Meghan Bullying,https://www.dailysquib.co.uk/entertainment/48881-smack-down-prince-william-punched-harry-over-meghan-bullying.html,2023,"Thanks to the wonderful investigative reporting at the  Guardian , news filters through the media manure basket that in Harry’s new moaning autobiography ‘Spare’, the two brothers had a bit of a smackdown situation at Kensington Palace.
Meghan Markle is a person who loves creating discord and division, especially through the woke religion, so it was, with abject glee, she must have smiled at news that Harry and William fought over her nasty behaviour.
William whacked Harry on the chin, and he went down hard.
Harry’s first thought was to go to his therapist after the boxing match was over."
Harry Loses Spare Tyre in Unhinged 405 Drama,https://www.dailysquib.co.uk/entertainment/48961-harry-loses-spare-tyre-in-unhinged-405-drama.html,2023,"You need a spare tyre if you own a vehicle. Getting caught out without a spare tyre can be a cumbersome and fruitless experience.
The needless drama unfolded on a regular Saturday for the Sussexes. Their fleet of gas guzzling SUVs were on the 405 somewhere deep in the bowels of Los Angeles. The 405 is an awful, smelly, polluted car park where cars and massive trucks creep along for miles bumper to bumper at two miles an hour at the most. Road rage is a common occurrence, something about the hopeless nature of being stuck on a road between off-ramps makes motorists lose their sanity. Some resort to firearms to let off steam. Amongst the maelstrom of cars spewing out their toxic emissions on the go-slow, letting off a few rounds into other vehicles in utter frustration somehow soothes the souls of these tormented individuals enslaved to their shiny metal Lords of Pollution. You might hear a few cracks or gentle thuds, maybe your rear windscreen shatters suddenly, or alternatively you or a passenger may absorb a few bullets. Shit happens in the blink of an eye as the rows and rows of cars amble forwards slowly. When moving a few metres is a mission celebrated by a couple of whoops, having a bullet pass through one of your kidneys only to lodge itself in your dashboard is a welcome relief. Yet, to have one of your tyres suddenly release all its air in deflatory alarm, is quite disconcerting. You rummage around in the boot, eventually realising that there is no spare tyre, in fact you realise there never was a spare fucking tyre in your boot. That kind of thing happened to Harry. This time, Harry just saw red. Unhinged, deranged and demented, the jumbled schizoid thoughts entered his head and ordered him to shoot. Where was his team of therapists now? Like a wild eyed, sweating Samoan lawyer on Adrenochrome, Harry’s hallucinations took a sinister grip over him. Self-control and clear thought had gone a long time ago, the serotonin receptors in his brain destroyed by years of cocaine abuse and snorting tequila shots up his nasal passage in Mahiki. With his vision blurred, Harry suddenly saw Camilla laughing at him in a Volvo. Immediately, he grabbed his security officer’s revolver and wound down the window, letting off a few rounds. Meghan, shocked, started yelling in abject fear. This man she controlled and brainwashed had suddenly broken free from her hypnotic spell and gone motherfuckin’ stir-crazy. Cocaine is a helluva drug, Rick James once said, and now here was Harry blasting away at car tyres, windshields, anything that was there. Gun in hand, Harry suddenly spied a man in a Mercedes wearing a turban. Immediately, his frazzled mind transported him to the dusty, hot hell of Camp Bastion. It’s the Taliban! I must exterminate with extreme prejudice. Good thing, without an automatic Apache helicopter targeting system, Harry is a useless shot. Multiple rounds from Harry’s gun ricochet off the car’s bumper, then zoom into the air. Meghan summarily projectile vomits onto the protection officer scrambling to get his fucking gun back. Harry then sees the face of William in a Mustang, and it’s laughing at him. Blam! Blam! I am the real king, Harry shouts wildly, letting off the final few shots in the general direction of the vehicle. As the flashing blue lights engulf the area, Harry suddenly snaps momentarily out of his psychosis. It’s a good thing he’s also the Duke of Sussex and immune from prosecution. Oh shit, he then realises where he is — America.
Story continues next week."
‘Leathery Lizard’ Camilla Made Harry’s Skin Crawl,https://www.dailysquib.co.uk/entertainment/48887-leathery-lizard-camilla-made-harrys-skin-crawl.html,2023,"In his newly released autobiography, Prince Harry recounts how meeting Camilla was like undergoing an injection such was his distaste and hatred of her. He describes her akin to a leathery lizard, hissing and clawing her way around the corridors. Harry idolised his mother Diana, therefore to have an ‘evil entity’ like Camilla take over and replace his mother was a living nightmare. One can almost feel the absolute disgust Harry feels towards this ‘vile interloper’ who killed off Diana’s marriage with Charles.
“Something is rotten in the state of Denmark. That one may smile and smile and be a villain. There are more things in heaven and earth, Horatio, Than are dreamt of in our philosophy.”
Harry portrays himself as a Hamletesque character, and views Charles, his father, as someone poisoned, subverted and corrupted by this woman they call Camilla. Where Diana is portrayed as a being of light, virtuous and truly benevolent, Camilla is portrayed as an evil conniving slithering snake operating in the shadows in Harry’s book.
Evil Stepmother Camilla
Consequently, we will probably never know the truth about what occurred in those heady days. The Netflix Crown series imagined what happened but one should never take such tabloid representations as truth. Whether people take Harry’s words of vitriol and anger as truth is up to the reader, however one must always have balance and the other point of view in any circumstance. The Palace is thus silent, and this allows things like Harry’s accusations to fester, to add doubt as well as to completely besmirch the character of the current Queen Consort. The royal PR machinery has gone to great lengths to clean up Camilla’s image over the past few decades. Could this swift cruel blow from Harry finally reduce the smoke and mirrors to a pile of smouldering rubble?"
Love it or Hate it – 40% OFF Promo Code For ‘The Daily Squib Anthology’,https://www.dailysquib.co.uk/entertainment/49521-love-it-or-hate-it-40-off-promo-code-for-the-daily-squib-anthology.html,2023,"Holy Shizzazoes!!! Whatever that means? Curtis Press our publisher has very kindly created a limited time promo code offer of 40% off the retail price of the  Daily Squib Anthology .
The woke hate us, but we can live with that. If you want to grab a copy sharpish before the promo code offer ends — now is the time.
https://curtis-press.com/product/the-daily-squib-anthology-from-2007-to-2022/
Fifteen years of satire encapsulated in this anthology and lots of blood, sweat, tears and other bodily fluids were secreted to create this book that is the antithesis of all the soviet woke Stasi censorship and the cancel culture totalitarian fucks who want to murder art, literature, biology and history.
Stand up brothers and sisters, we must FIGHT together and SMASH the people who stamp on freedom of expression, democracy and artistic freedom.
The promo code won’t last for long, so come on grab a copy while the branding iron is still hot!!! Only a limited amount of copies are left that are signed first edition copies.
NO ‘SENSITIVITY READERS’ WERE ALLOWED NEAR THE DAILY SQUIB ANTHOLOGY AND IF THEY EVER DARE TO COME NEAR OUR BOOK THEY BETTER BE WEARING A CUP…(term borrowed from Eddie r.i.p)"
"Oscars: Lost Hollywood is Truly Nothing, Nowhere All At Once",https://www.dailysquib.co.uk/entertainment/49726-oscars-lost-hollywood-is-truly-nothing-nowhere-all-at-once.html,2023,"Imagine a bunch of overloading overclocked Chinese computers spitting out nonsensical code in a tiny room all jumping around, bumping hysterically into each other for 139 very, very, very long minutes. You may choose to watch this shit, or you may not, but for some reason, woke Hollywood just gave that film a cluster of Oscars. In fact, that mish mash of overclocked nonsense somehow elongated time, where each minute endured trying to watch the clucking actors talking gibberish extends to an eternity where one truly is transported into the worst sort of boredom that has ever existed. Watching your toenails grow is a preferable option.
The Oscars this year did not involve African American thuggery, but maybe it should have. Maybe, having some sense slapped into these overpaid mollycoddled useless luvvies would actually bring about a slight modicum of true creativity.
Let us face it, Hollywood is so dead that nothing can save it now. It has killed off every legacy film with woke remakes, it has revelled in CGI laden amusement park superhero films by the double dozen, it has reduced the art of cinema to nothing but a propaganda tool for woke activism paid for by Chinese financiers seeking to destabilise the nation from within…blah di blah di blah.
In 2000, 46.33 million people watched the Oscars, today, the woke Oscars can barely scrape a viewership of 7-8 million if they are lucky.
This is what you get when there is no bravery, no innovation, no true creativity. Instead, you have unadventurous woke bland soulless mediocre detritus that only plays the safe card.
Death happened a long time ago, the Oscars and Hollywood non-film industry are now in the advanced stage of decomposition."
Harry and Meghan Want to Bring Archie’s 80ft Bouncy Castle to Charles Coronation,https://www.dailysquib.co.uk/entertainment/49544-harry-and-meghan-want-to-bring-archies-80ft-bouncy-castle-to-charles-coronation.html,2023,"The meddlesome couple from California want to upstage King Charles’ Coronation ceremony in May by bringing along a massive 80ft bouncy castle for Archie’s birthday to upstage the weak king.
“The bouncy castle will be set up directly on the steps of Westminster Abbey and photographers will be called to take photographs of young Archie jumping around in it. There will be some dodgy geezers from a fairground assisting and some old speakers playing garage music at high volume. The Sussexes have even hired a DJ from Cricklewood to play the awful tunes. The prince thinks this stunt will raise his and his wife’s poor profile,” a PR agent in London revealed.
Westminster Council were contacted by the Sussexes and a proposal was presented to officials last week.
If this goes ahead, it could derail the entire Charles Coronation and even cause a health and safety nightmare. How the royal procession will be able to access the entrance of Westminster Abbey when it is blocked by an 80ft bouncy castle and hundreds of photographers along with a Netflix film crew is not known?
The Duke and Duchess of Sussex were contacted for comment, but refused to respond."
