Title,URL,PublishedDate,Content
BREAKING: George H.W. Bush In Hospital; Doctors Say He Won’t Last Through The Weekend,https://empirenews.net/breaking-george-h-w-bush-in-hospital-doctors-say-he-wont-last-through-the-weekend/,2018-05-30T01:57:06+00:00,"Former President George H.W. Bush was rushed to a Florida hospital after he said he “felt dizzy” on Thursday morning, and doctors say that he may have been suffering from low blood pressure.
“Honestly, he just is getting up there in years, but he’s actually pretty damn healthy considering,” said Dr. Jimmy Clinton. “He came in a little dizzy and lightheaded, but we gave him some IV fluids and a heart pill, and he was laughing and joking, slapping nurses on the ass, having a grand old time.”
Bush has been in and out of the hospital several times in as many months, including a recent scare right after his wife, Barbara, passed away.
“Yes, that was a tough time for us all here,” said Dr. Clinton. “Barbara was an amazing woman, and when George was brought in only days after she died, we thought he might be ready to join her – but instead, he rolled on out of here in only a couple days. Frankly, he is ready to go home this time, too. Yeah, I don’t think he’ll last the weekend here at the hospital. He’ll be home soon.”"
Parents Concerned By The Lack of Drugs Found Mixed In With Children’s Halloween Candy,https://empirenews.net/parents-concerned-by-the-lack-of-drugs-found-mixed-in-with-childrens-halloween-candy/,2018-10-31T20:25:13+00:00,"A large group of concerned parents say they are extremely disappointed in the lack of drugs found mixed into their children’s bags after trick-or-treating this year. They say the issue comes because of the scare-tactic posts and “clickbait bullshit” articles they’ve seen posted on their social media pages.
“Frankly, I was a little upset that Johnny only came home with a bag of candy, and there were no nugs of weed or gummy bears laced with ecstasy mixed in,” said Maria Jones, 38. “With all the articles you see floating around every year, and especially this year, I really expected something good to be in the bag. It’s a huge letdown.”
“Frankly, I blame the junkies for all of this,” said Chris Richards, 29. “We have an increased amount of avid drug users in this city, and so many people are using, there’s just nothing left to give the kids anymore during Halloween. It really sucks. My 7-year-old is pleased as shit about the M&Ms, but where’s my MDMA?!”
City officials say that this Halloween, like every Halloween throughout history, went off without a hitch, and there were no reported razor blades, needles, or drugs given out during the city’s trick-or-treating."
Man Dies After Being Bitten by Daddy Long Legs,https://empirenews.net/man-dies-after-being-bitten-by-daddy-long-legs/,2018-06-30T03:24:35+00:00,"As most people know, the Daddy Long Legs spider is the most venomous spider on the planet, but their fans are generally not sharp or strong enough to break the skin of most animals, including people. Apparently, no one told Christopher Moore, 32, who was killed after being bitten by the spider on Wednesday.
Moore, who was renovating a new home, was bitten early Wednesday morning, and ended up being rushed to the hospital. Because doctors had never seen the symptoms of a DLL bite before, they had no idea what was causing Moore’s illness. He was pronounced dead only 20 minutes after sustaining the bite.
During testing, doctors were able to discover the cause; it has since been classified as the first fatality from Daddy Long Legs.
“Craziest damn thing I’ve ever seen,” said Dr. Charles Milstead, who treated Moore. “He had very soft skin, I guess. Damn spider bit right through him, and he died in minutes. I’m still flabbergasted.”"
"Man Born With Type 1 Diabetes Purposely Gains 300 Pounds To Contract Type 2, ‘Even Himself Out’",https://empirenews.net/man-born-with-type-1-diabetes-purposely-gains-300-pounds-to-contract-type-2-even-himself-out/,2018-03-28T22:50:41+00:00,"Todd Riley, 31, was diagnosed with type 1, or “juvenille” diabetes when he was 3 years old, and has always had to make sure to carry an insulin pump or a candy bar with him wherever he goes. That is, until last year, when Riley began his journey to purposely contract type 2 diabetes.
“It’s pretty simple, really,” said Riley, a former construction worker. “I have type 1 diabetes, and my blood sugar was always dangerously low. If I gain a bunch of weight and become a type 2 diabetic, my blood sugar will skyrocket, basically making me normal.”
Doctors have cautioned Riley that it “doesn’t work that way,” but Riley has said that he thinks doctors are just trying to keep him skinny so that they can continue medicating him.
“I pay thousands of dollars for my medication, and I’ve found a way to beat their system, and they’re terrified,” said Riley.
Riley, who was always very skinny most of his life, gained over 300 pounds since late 2016, and says that he has “happily” come closer to becoming a type 2 diabetic.
“I figure within the next couple of months, I will finally be able to control my diabetes naturally,” said Riley. “It’s really a great feeling.”"
"Government Releases The Cure For Cancer, But With The Largest Price Tag of Any Drug in History",https://empirenews.net/government-releases-the-cure-for-cancer-but-with-the-largest-price-tag-of-any-drug-in-history/,2018-10-31T20:31:54+00:00,"In a breakthrough discovery, officials at the Scientific Lab For Study and Research in Washington, D.C., have developed the world’s first 100% cure for all types of cancer, no matter the region in the body or the severity. Researchers have been working on the drug for more than 20 years in secret, and trials on human subjects were just completed earlier this year.
The drug, which is already approved by the FDA for use in patients, has the largest price tag of any in the history of medicine. A single injection costs $4.7 million dollars, with the course of treatment needing a total of 52 injections over the course of a year. Final cost for the treatment? Nearly $2.5 billion dollars per person.
“We know that it’s really, really high, but frankly, there’s not much we can do about it,” said lead researcher, Mario  Jones, M.D. “The ingredients in the drug warrant the cost. We’re actually taking a loss on each injection by several hundred thousand dollars. I cannot speak to, exactly, what is in the drug, because of patent concerns, but let me tell you, it’s really a great deal if you can get your hands on it.”"
Tampax Releases Tampons Designed Specifically For Post-Op Transgendered Women,https://empirenews.net/tampax-releases-tampons-designed-specifically-for-post-op-transgendered-women/,2018-04-28T13:28:20+00:00,"Tampax,  a Proctor & Gamble company based in California, has released the first tampon for post-op transgender women.
“We feel as if our product will be well received amongst the trans community,” said Tampax CEO Carl Smith, a white, cis-gendered, straight male. “We are hoping to bring each trans-woman closer to the full female experience and diminish body dysmorphia triggers altogether. Nothing is more ‘womanly’ than a tampon, and we’re sure these little things will sell very well with the trannies.”
According to Smith, the product will come in three sizes: “Petite” is for the trans-woman who is still working to achieve maximum dilation, yet still wants to produce menses. “Intermediate” provides an average amount of menstruation, “Big Lush” isfor the trans-woman who wishes to enjoy “heavy” menstruation.
“We expect the Big Lush to be the most common seller,” said Smith. “We have done extensive research, and it has shown that guys who are now women are really into sticking things into their fake vaginas, so we’re going with this as a way to satisfy that need.”
The product is expected to hit the market next month."
BREAKING: A California Court Just Ruled That Starbucks Coffee Causes Cancer,https://empirenews.net/breaking-a-california-court-just-ruled-that-starbucks-coffee-causes-cancer/,2018-03-31T01:23:36+00:00,"Coffee drinkers, beware. A judge in California has just ruled that all coffees need to come with a label letting consumers know that the drink could cause cancer, as research has shown the roasting process of some beans may lead to cancerous cells. This includes labeling signs and cups in restaurants, including major chains like Starbucks.
Superior Court Judge Elihu Berle wrote in a proposed ruling Wednesday that Starbucks and other coffee companies failed to show that the threat from the chemical was insignificant.
“Frankly, we don’t give a shit if coffee causes cancer or not, it’s still delicious, right?” said Starbucks spokesperson Bill Richardson. “I have been drinking a dozen cups of Starbucks coffee every day for the last 18 years I’ve been with the company, and I’m still kicking. In fact, I’m kicking faster and with more focus. Damn, coffee is good.”
According to Starbucks, they will eventually comply with the law, letting consumers know that the coffee may be cancerous, but that it will take awhile before they can order new signs and cups.
“It’s not a quick process at all, for sure,” said Richardson. “We also plan to appeal, because I mean, come on. No one actually drinks our coffee anyway. It’s a status thing. You just carry around the cup so people can know that you’re a pretentious coffee drinker, but they’re not
actually
ingesting it. Our stores throw away more coffee than you can imagine. Come for the asshole servers, burnt espresso, and the free wi-fi – we’re not going to give you cancer. And if you
do
get cancer, are you ever going to trace it back to the coffee we served you? No. Get over it, whiners.”"
Teenager Arrested and Expelled After Pretending To Be Transgender So He Can Use Girls’ Showers,https://empirenews.net/teenager-arrested-and-expelled-after-pretending-to-be-transgender-so-he-can-use-girls-showers/,2018-02-26T22:55:45+00:00,"A student at a high school in South Carolina has been arrested and expelled from school after it was discovered that he was not, as purported, a transgender student, but was in fact just trying to sneak into the girls’ showers so he can see them naked.
As reported by
World News Daily Report
:
Soccamee high school officials were alarmed by the student’s indecent behavior after several students and parents lodged complaints and reported the “immoral behavior” to school administrators.
The transgender male student was recently allowed by school officials to use all female washrooms, including having access to the girl’s locker room, after he had asked to be treated as a biological female.
The transgender male student also allegedly bragged about how the school would let him take showers with the girls just because he “wore a wig” and “painted his nails” according to several students.
The student, who has not been named, was arrested after it was stated that he inappropriately touched several of the girls while in the shower, and even was found masturbating while the girls were changing.
“He always had this huge erection while we were in the shower, I never understood why the school allowed a boy to be in the girls’ shower with us,” one female student told local reporters. “And I do mean huge. It kind of made me wish that he wasn’t a she, or…whatever. I just wanted him to ask for my number. I’ve gone black, but I’d definitely go back for that.”
The student was expelled from the school, and arrested on charges of lewd conduct and sexual battery."
"Deadly New Disease Is Being Called ‘Super AIDS,’ And Is Killing People at a Rapid Rate",https://empirenews.net/deadly-new-disease-is-being-called-super-aids-and-is-killing-people-at-a-rapid-rate/,2017-12-31T23:55:01+00:00,"The CDC is warning of a deadly new disease, dubbed on the streets as Super AIDs, which is killing people at an extreme rate. So far, there have been more than 2800 deaths through the United States, and thus far, doctors and researchers are stumped on a possible cure.
How the disease is contracted is yet unknown, but it causes extreme loss of motor functions, as well as skin blistering and swelling. People have also been noted to lose their teeth and show severe gum rot. Hair and fingernails have also been seen to begin to fall out.
“This disease is the most disturbing thing I’ve seen in my entire 47 years as a doctor,” said Dr. Kyle Chandler, a medical researcher at the Center For Disease Control in Washington, D.C. “We have no idea how to treat this illness, and we don’t know what’s causing it. The people come from all walks of life, and there doesn’t seem to be any connection between their living situations or lifestyles. We’re working diligently, but we’re at a loss.”
The CDC warns that if you begin to exhibit any of the signs of the disease, to see a medical professional immediately."
57-Year-Old Virgin Sues His Former Middle School For Teaching Abstinence,https://empirenews.net/57-year-old-virgin-sues-his-former-middle-school-for-teaching-abstinence/,2018-01-31T22:59:26+00:00,"James Holmes, 57, has filed a lawsuit against his former middle school for teaching him abstinence, as he said that they taught him that he would “burn in hell” if he ever had sex, or even masturbated.
From
World News Daily Report
:
Holmes says the sexual education he received at the Jemison High School was “traumatizing” and has caused him some severe psychological problems.
In an interview with ABC, he described the content of the sexual education classes which he says caused his psychological trauma.
“They taught us that God would smite us if we masturbated and that we would burn in Hell for eternity if we had sex before marriage. They showed us pictures of genitals infected with STDs and told us it was what God did to adulterers.”
These classes had such an impact on Mr. Holmes that whenever he thinks about sex, even today, he suffers from a severe panic attack.
“I’m 47-year old and I’m still a virgin. Every time I think of sex I remember these purulent genitals, so I start panicking, sweating and even vomiting.”
In 2012, he was diagnosed with a Sexual aversion disorder (SAD), a disorder characterized by disgust, fear, revulsion, or lack of desire in consensual relationships involving genital contact.
This type of psychological disorder is usually caused by some traumatic event which causes sex to be associated with a painful experience.
He had to undergo years of psychotherapy and is still heavily medicated, that’s why he demanding almost half a million dollars from his former school.
Holmes’ lawyer says that he believes that the case is a “slam dunk.” Holmes claims that the first thing he plans to do after receiving his winnings is to pay a “lady of the night” to finally take his virginity, but he hopes that he can find a nice one so that afterwards he can settle down."
Healthcare Plans in Marketplace Set To Triple on January 1st,https://empirenews.net/healthcare-plans-in-marketplace-set-to-triple-on-january-1st/,2017-11-28T23:08:43+00:00,"If you’re having a hard time affording your healthcare through the government’s Affordable Care Act marketplace now, then on January 1st, you might have to take out a second, or even a third, job to afford it.
According to reports, the marketplace healthcare costs are going to triple for most plans, with the average cost of a standard family plan hitting $2200 a week.
“These increased costs are happening, essentially, because of the freeloaders on government programs,” said Martin Long, director of the ACA Marketplace. “There’s a lot of people who think that they can get something for nothing, but that’s obviously not the case. Someone has to pay for it. And those people are, well, everyone else who actually
does
pay for their healthcare.”
The current pricing model already starts high for anyone who is offered healthcare through their employer.
“I can’t afford the healthcare offered through my work,” said Robert Thomas of New Hampshire. “It’s about $800 a month for my family at the cheapest option. That’s literally one of my paychecks, gone, each month. And I only get two checks! Because my work offers healthcare, even though I can’t afford it, I’m forced to get the gold level program through the ACA. And you know what that costs? Yup, about $800 a month. Frankly, it’s stupid.”
When told that the cost for his family’s insurance would be going from $800 a month to nearly $2100 for the same coverage, Thomas only had one thing to say.
“Thanks, Trump,” said Thomas."
New ‘Super Ecstasy’ Has Hit The Streets; Police Warn It Could End Up In Your Kids’ Halloween Bag,https://empirenews.net/new-super-ecstasy-has-hit-the-streets-police-warn-it-could-end-up-in-your-kids-halloween-bag/,2017-09-27T21:52:23+00:00,"Police throughout California have issued a warning to parents about a new “super ecstasy,” which has hit the streets throughout most of the West Coast. This high-powered drug comes in the shapes of teddy bears or other animals, and resembles a candy or a vitamin.
A warning was issued first by Los Angeles County Sheriff’s Department after 11 children overdosed on the drug, 3 of whom later died from the dangerous toxins in the drugs.
“Parents should be advised that dealers are hanging out near schools, and giving these teddies to children, but they are
not
candy, and are, in fact, extremely dangerous. If you see these ecstasy bears, please call the sheriff’s department or 911 immediately.”
According to police, the ecstasy is “supercharged,” in that it will hit the system of someone who has taken it nearly 20 times faster than regular, or “traditional” ecstasy, thus causing the person to go into an almost immediate shock.
“Frankly, we don’t know why anyone would make these at all, because the whole point of taking drugs is to get high, enjoy it, and then want to get more drugs,” said Officer Mark Ruben of the LA County Sheriff’s Department. “Killing your clients is kind of useless. At any rate, they’re pretty dangerous, so maybe keep an eye on what your kids are doing, and we’re only a month away from Halloween, so check their bags two or three times before you let them dive in. You never know.”"
8-Month-Old Baby Gets Pregnant After Getting Routine Vaccine,https://empirenews.net/8-month-old-baby-gets-pregnant-after-getting-routine-vaccine/,2017-10-25T23:48:14+00:00,"An 8-month-old baby was recently discovered to be pregnant, after being hospitalized only a few hours after receiving a routine MMR vaccine.
The baby, whose name is being withheld for privacy reasons, was slightly behind in her 6-month shots for MMR, and after taking ill, the mother brought the baby to a local hospital.
“After conducting a battery of tests, we concluded that the baby girl was, in fact, pregnant,” said Dr. Martin Klein of Monmouth Regional Hospital. “This is the first time I have ever seen anything like this, and frankly, I’m completely stunned as to how this could have happened.”
The mother of the child, Mary, said that she is “dumbfounded” about this, but that she knew that there was a reason that so many people were becoming anti-vaxx lately.
“This movement of people not vaccinating their children, I always thought it was just because no one wants a retard baby, but this is just way worse than I thought,” said Mary. “I only wanted to raise one baby, and thanks to vaccines, now I have to raise two? How am I going to do that on a waitress’ salary? This is crazy. My husband is going to FLIP OUT.”"
Donald Trump Undergoes Cosmetic Surgery To Remove ‘Pussy Neck’,https://empirenews.net/donald-trump-undergoes-cosmetic-surgery-to-remove-pussy-neck/,2017-08-31T22:00:35+00:00,"President Trump has apparently undergone cosmetic surgery to remove what is affectionately known as his “pussy neck,” because the flappy, old man folds under his chin form into an uncanny resemblance of a woman’s vagina.
“The President is actually extremely self-conscious, as you can well imagine, and he has seen the jokes, the memes, and he doesn’t like them,” said a White House representative. “President Trump has scheduled a surgery to remove the extra skin around his neck, and get an overall face lift.”
President Trump said that he is “very excited” to have the procedure completed, and that it wouldn’t cost the taxpayers “very much at all.”
“I, for one, think that he should keep his floppy twat neck skin,” said Vice President Mike Pence. “Every time I look at him right now, I’m always ‘Thinkin’ Arby’s.’ I don’t really want that to change, but I guess what’s good for him is good for us all.”"
President Trump Just Raised The Age Limit For Cigarettes and Tobacco to 25,https://empirenews.net/president-trump-just-raised-the-age-limit-for-cigarettes-and-tobacco-to-25/,2017-10-28T14:42:01+00:00,"The US government has announced that they are raising the age of consumption for cigarettes and tobacco products to 25 years old, due to the increasing health dangers of tobacco.  The cost of healthcare to treat the illnesses caused by tobacco was $187 billion in 2016.
“Cigarettes contain over 7000 chemicals and compounds. Hundreds of these are toxic, and at least 69 are cancer-causing,” said President Trump in a statement on the new law. “We are also currently considering adding an additional $12.50 tax to the price of a pack of cigarettes. As they say: A vote for raising the cigarette tax, as well as raising the age of consumption, is a vote against cancer.”
Most states will be required to increase their tobacco tax, because they expect the sales of cigarettes to dramatically decrease when raising the legal age of consumption to 25.
Citizens for Tobacco Rights,
a group which champions the right for adults to smoke, say they are not happy about this new law,  which is set to take effect in January.
“If Congress gives the president what he wants, federal excise taxes will have increased almost ten-fold in just over a decade,” says the tobacco rights website. “The president’s tax increase will take the average price per pack up to $7.85, and put more than 70% of the price you pay for cigarettes into government pockets.”
When raising the legal age of tobacco consumption to 25, you can expect more black-market sales of cigarettes as well as arrests for underage purchases. Activists say this law will only add to the problem."
New ‘Super Bacteria’ Strain Has Caused Over 600 Deaths This Month – You Need to STOP Washing Your Hands in Public Restrooms,https://empirenews.net/new-super-bacteria-strain-has-caused-over-600-deaths-this-month-you-need-to-stop-washing-your-hands-in-public-restrooms/,2017-11-30T16:14:27+00:00,"We’ve all heard before how over-washing or over sanitizing your hands can be bad, because it can cause bacteria and germs to mutate, and become harder to kill. Well, it turns out that wasn’t just another old wive’s tale.
Researchers at Harvard Medical College in Boston have discovered a new strain of “super bacteria” that has already claimed the lives of over 600 people, all because those people had a weakened immune system from over-washing and over sanitizing their hands.
“We tested 480 of the 600 people assumed to have died from this ‘super microbial bacteria,'” said research head Dr. Charles Marvin. “All of the tested subjects proved positive for this new strain. With this much strong evidence, we can conclude that over 600 people have died from this new bug. At this time, we don’t believe there would be a way to vaccinate from, or cure this disease.”
Dr. Marvin is recommending that people stop washing their hands with soap or sanitizing when in public buildings and restrooms.
“Unless you’ve straight pooped on your hands, then don’t worry about washing, it’s really not that big of a deal,” said Dr. Marvin. “And even then, consider maybe just wiping off the poop with a towel if that does happen, for some reason.”"
The FDA and CDC Just CONFIRMED That Vaccines Cause Autism,https://empirenews.net/the-fda-and-cdc-just-confirmed-that-vaccines-cause-autism/,2017-11-23T15:32:38+00:00,"There’s widespread and growing lack of confidence in the safety of vaccines. If you know anyone who still believes that vaccines can’t cause autism, you might want to show them this article. Take a look at the DTaP vaccine insert:
These reports come directly from the FDA website, where they have had it posted for several years, although it was “buried” under a lot of links and other research that obscured the actual research.
“This has been a problem for many, many years, and I’m glad it’s finally coming to light,” said Dr. Mario Garcia, who was one of the first to find the correlation between vaccines and autism. “I was shut out for years from being able to talk about this, but now that others are finding out, I am very grateful. Please, do not vaccinate your children.”"
