title,url,text,published_date,categories
11th Anniversary: The Adobo Chronicles “Hoax” That Sparked Worldwide News Headlines And Academic Research,https://adobochronicles.com/2024/06/01/11th-anniversary-the-adobo-chronicles-hoax-that-sparked-worldwide-news-headlines-and-academic-research/,"In 2014, The Adobo Chronicles published a made-up story that the American Psychiatric Association had officially declared “selfies” as a mental disorder. The “hoax” sparked worldwide new headlines and was even translated into different languages. It also prompted academic researchers to explore the so-called condition and published their work in medical journals. As we always say, sometimes, life imitates satire. Read the viral story again: https://adobochronicles.com/2014/03/31/american-psychiatric-association-makes-it-official-selfie-a-mental-disorder/",2024-06-01T04:51:52-07:00,"Health & Medicine, Social Media, The Media"
Giving A Local Name To New Covid 19 Variants,https://adobochronicles.com/2024/05/19/giving-a-local-name-to-new-covid-19-variants/,"As the relentless march of Covid-19 variants continues, perhaps it’s time we borrow a page from the Philippine weather bureau and bestow them with local names. After all, the latest variant dubbed FLiRT (a charming, if inappropriate, acronym) could be rebranded as the “Malandi variant.” This would certainly grab attention, adding a touch of cultural flavor to our scientific discourse. Imagine the public service announcements: “Stay vigilant against Malandi!” It’s a perfect blend of humor and caution, ensuring that even our pandemics are unmistakably Filipino. Moreover, such names could spark creative public health campaigns. Instead of drab, clinical terms, we could have a gallery of colorful, memorable names that resonate more deeply with the populace. While the thought is admittedly absurd, it’s a reflection of how we might find levity in crisis, even if it means transforming a global pandemic into a uniquely Filipino saga.",2024-05-19T03:36:20-07:00,Health & Medicine
Philippines Needs A National Fentanyl Awareness Day,https://adobochronicles.com/2024/05/07/philippines-needs-a-national-fentanyl-awareness-day/,"As the opioid crisis tightens its grip worldwide, the Philippines finds itself at the forefront of a new battle: the fight against Fentanyl abuse. With a former president allegedly exhibiting the telltale signs of addiction, the need for awareness has never been more pressing. Instituting a Fentanyl Awareness Day akin to the U.S.’s initiative is not just a suggestion but a necessity. Just as the war on drugs rallied national attention, so too must we mobilize against this insidious threat, which corrodes not only individual lives but the very fabric of our society. From shattered relationships to weakened governance, Fentanyl’s reach knows no bounds. It’s time for Senator Bato de la Rosa and lawmakers to shift their focus from the streets to the pharmacy shelves, initiating hearings and legislation to combat this silent epidemic before it claims more victims. The clock is ticking, and ignorance is no longer an option. All this, in the name of “in aid of legislation.”",2024-05-07T19:20:11-07:00,"Government, Health & Medicine, Law Enforcement, Legislation"
"Blogger Rejects Medical Expert’s Advice, Relies on Self-Prescribed ‘Liquid Remedies’",https://adobochronicles.com/2024/05/06/blogger-rejects-medical-experts-advice-relies-on-self-prescribed-liquid-remedies/,"In a bold move, journalist-blogger Krizette Laureta Chu has publicly dismissed the advice of renowned infectious disease expert Dr. Edsel Salvana. Despite Salvana’s offer to assist Chu with her undisclosed respiratory illness, she adamantly declared she doesn’t require further medical guidance from him. Chu, a staunch supporter of former President Rodrigo Duterte, seemed to imply that her loyalty to the Duterte camp grants her immunity from conventional medical wisdom. She took to social media to share a photo of various liquids and unconventional remedies she’s been consuming, opting for her own treatment regimen over professional advice. While rumors swirl of a falling out between the two Duterte supporters, neither party is willing to acknowledge any rift. Chu’s defiant stance serves as a stark reminder of the dangers of dismissing expert advice in favor of unverified remedies, even in the face of serious health concerns.",2024-05-06T05:00:38-07:00,"Health & Medicine, Social Media"
The Puritanical MTRCB!,https://adobochronicles.com/2024/03/23/the-puritanical-mtrcb/,"The recent decision by the Movie & Television Ratings and Classification Board (MTRCB) to ban “Private Convos with Doc Rica,” a show focused on sex and relationship issues, reflects a baffling prioritization of moral policing over genuine education. By pulling the plug on a licensed sex therapist’s platform, the MTRCB seems to imply that discussing sex and relationships is inherently immoral and inappropriate. This move not only stifles open dialogue but also perpetuates societal taboos surrounding these vital topics. Rather than addressing the root causes of social issues like teenage pregnancies and STDs through informed discussion and education, the MTRCB opts to bury its head in the sand of outdated moral values. Perhaps it’s time to rename the agency PMTRCB— the “Puritanical Moralizing Television Ratings and Classification Board.” In a world desperate for enlightenment, the MTRCB’s actions serve only to darken the path to progress.",2024-03-23T16:00:13-07:00,"Education, Gender, Health & Medicine"
San Miguel Launches Product Warning On Its Red Horse Beer Bottles,https://adobochronicles.com/2023/12/04/san-miguels-launches-product-warning-on-its-red-horse-beer-bottles/,"by JAKE DON In a bold move that combines transparency with a hint of self-sabotage chic, San Miguel Corporation has announced a groundbreaking product warning on its Red Horse beer bottles. Starting December 1, patrons will find the iconic Red Horse logo deliberately skewed, serving as an avant-garde cautionary tale for those with a penchant for the potent brew. In a surprising twist, the misaligned logo isn’t a design flaw but a deliberate move by the company to warn consumers of potential consequences. This quirky marketing strategy mirrors the tobacco industry’s graphic health warnings, but with a twist – instead of ghastly images of damaged lungs, patrons are treated to the sight of a tipsy horse struggling to find its balance. San Miguel Corporation claims it’s a bold step towards truth in advertising, embracing the mantra that “seeing is believing” when it comes to potential visual impairment. Critics argue this might just be a clever ploy to attract hipster beer enthusiasts seeking the latest in ironic imbibing experiences. Either way, it’s a refreshing departure from the usual corporate smoke and mirrors. Cheers to truth, however distorted it may be!",2023-12-04T15:41:29-08:00,"Business, Health & Medicine"
Philippines Sees Rise In Anxiety Disorders,https://adobochronicles.com/2023/11/08/philippines-sees-rise-in-anxiety-disorders/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Psychologists in the Philippines have identified a worrying surge in anxiety cases, and they’ve pinpointed the cause: the ongoing Miss Universe pageant in El Salvador. While the world marvels at the dazzling contestants, it seems that Filipinos are experiencing a different kind of dazzle-induced distress. Psychologists believe the culprit is none other than the nation’s representative, Michelle Dee. Filipinos, renowned for their fervent passion for beauty pageants, are reportedly on the brink of a nationwide nervous breakdown. As Michelle Dee takes the stage, the collective blood pressure of the archipelago seems to rise with her. If Dee fails to bring home the crown or at least make it to the finals on November 18, psychologists are preparing for an avalanche of panic attacks, shattered dreams, and teary-eyed TV audiences. While the rest of the world may take beauty pageants with a pinch of glitter, in the Philippines, it’s a life-or-death situation. Can we now add “Miss Universe Anxiety Disorder” to the list of national health concerns?  Stay tuned as the nation collectively hyperventilates for their queen.",2023-11-08T16:08:11-08:00,"Beauty, Health & Medicine"
3 x Covid Is Not For The Weak,https://adobochronicles.com/2023/12/05/3-x-covid-is-not-for-the-weak/,"In the circus of political absurdity, some critics have dared to label Bongbong Marcos as a weak president. How preposterous! It takes a special kind of strength to repeatedly tango with Covid, not once, not twice, but thrice, and emerge unscathed. Forget resilience; Marcos practically has the immune system of a superhero. His ability to defy viruses is unparalleled, making him the undisputed champion of wellness in the political arena. But it doesn’t end there. While lesser leaders might crumble under the weight of criticism, Marcos remains an unshakable pillar of composure. Efforts to tarnish his administration are like mere mosquito bites to a giant; he swats them away with the finesse of a seasoned diplomat. Clearly, weakness is a concept lost on Marcos, who juggles health crises and political storms with the grace of a tightrope walker. If this is weakness, then we should all aspire to be such feeble leaders.",2023-12-05T18:29:09-08:00,"Health & Medicine, Politics"
Philippine Medical Association Declares Rowena Burden ‘Persona Non Grata’,https://adobochronicles.com/2023/09/07/philippine-medical-association-declares-rowena-burden-persona-non-grata/,"CEBU CITY , Philippines ( The Adobo Chronicles, Cebu Bureau) – Saying that she is a disgrace to the medical profession, the Philippine Medical Association (PMA) has declared Dr. Rowena Burden ‘persona non grata.’ Burden is the Cebu doctor who has accused Cebu Governor Gwen Garcia of hiring a hunky actor for sex, among other allegations. “Burden’s rambling on social media is not only unbecoming of a licensed professional, but also puts into question our profession’s commitment to confidentiality.  She has become a gossip icon in Cebu,” PMA said. The Adobo Chronicles tried to reach out to Governor Garcia for comment on the PMA declaration but has not received a call back as of press time.",2023-09-07T14:40:11-07:00,"Health & Medicine, Local News, Politics"
Elon Musk To Sue British Scientists Over “Disease X”,https://adobochronicles.com/2023/08/08/elon-musk-to-sue-british-scientists-over-disease-x/,"LONDON, The United Kingdom ( The Adobo Chronicles, London Bureau) – When Elon Musk decided to rebrand Twitter as “X,” he was confident his social media platform would be the only company in the world named as such. Boy, was he wrong. British scientists are now developing vaccines against a new pandemic that still doesn’t exist.  So they’re calling it “Disease X.” The vaccine development is being done at a government high-security lab complex in Wiltshire. Musk became furious when he learned of this British development. “They could have easily named it “Unknown Disease,” Musk told The Adobo Chronicles. “Why on earth would they name it after my company which already exists,” he added. Musk is threatening to file a class-action suit on behalf of all X account holders against the British scientists. (Senior geopolitics correspondent BRIAN NEYRA contributed to this report.)",2023-08-08T14:41:13-07:00,"Business, Health & Medicine, International, Social Media"
"Two Marcos First Ladies, One Passion For The ‘Love Bus’",https://adobochronicles.com/2023/08/05/two-marcos-first-ladies-one-passion-for-the-love-bus/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Many Metro Manilans will remember the air-conditioned, blue-painted, heart-decked LOVE BUS that was the idea of former First Lady Imelda Marcos and was operated by what was then the Ministry of Transportation and Communications. The idea was for it to offer a comfortable ride to passengers and save gas by providing a transportation alternative to driving private cars. Fast forward to 2023. Another Marcos First Lady – Liza Araneta – is bring back a differently-spelled  Love Bus to bring health care services, including free consultations, laboratory services, and medicines to the people. She’s calling it LAB BUS. Proof that there is no enmity between mother and daughter in law and they share the same passion for love. HERE LIES LOVE!",2023-08-05T13:22:43-07:00,"Health & Medicine, National News, Travel"
Covid Public Health Emergency Is Lifted: What To Do With Face Mask Inventory,https://adobochronicles.com/2023/07/22/covid-public-health-emergency-is-lifted-what-to-do-with-face-mask-inventory/,"MANILA , Philippines ( The Adobo Chronicles, Manila Bureau). Now that President Bongbong Marcos has lifted the public health emergency status in connection with Covid-19, many Filipinos and vendors have become weary about what to do with their huge inventory and supply of surgical as well as cloth face masks. The Adobo Chronicles sought ideas from our readers and other netizens so as not to waste money that has been invested in face masks. We are publishing just a few of the ideas we have received — from underwear to pillow and mattress filling, from decorative knee pads for denim pants to fashionable bags and purses. If you have other ideas, please do not hesitate to send us a message or let us know in the comments section.",2023-07-22T03:35:58-07:00,"Business, Fashion, Health & Medicine"
MMDA Inaugurates Free Gym For Quezon City Residents,https://adobochronicles.com/2023/07/27/mmda-inaugurates-free-gym-for-quezon-city-residents/,"QUEZON CITY, Philippines ( The Adobo Chronicles, Quezon City Bureau) – Ever since it opened in 2018, the 9-meter high (29.5 ft.) EDSA Kamuning footbridge has been the subject of criticism. People have commented that its height was too high and might cause inconvenience to persons with disabilities, senior citizens and pregnant women. Fast forward to 2023. MMDA stats show that very few people climb and descend what has been tagged “Stairway to Heaven” and “Mount Kamuning. So rather than deconstruct the P10 million project , the Metro Manila Development Authority (MMDA) has decided to convert into a free gym for Quezon City residents. It will be inaugurated on July 30. It is partnering with the Department of Tourism’s “Love The Philippines” campaign. “We are inviting all residents to utilize the footbridge to improve their cardio-vascular health via this facility,” an MMDA spokesperson said. The Mt. Kamuning Gym, as it is now being called, will be open 24/7 and all that’s needed for access to the facility is to show their Quezon City ID.",2023-07-27T14:09:13-07:00,"Health & Medicine, Local News, Sports"
President Bongbong Marcos Not Ready For Health Undersecretary Vergeire,https://adobochronicles.com/2023/06/05/president-bongbong-marcos-not-ready-for-health-undersecretary-vergeire/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – President Bongbong Marcos has been criticized for his failure to appoint a Health Secretary for almost a year. Critics have said that this should been a priority with the Philippines just coming out of the negative impact of Covid-19 not only on the health of Filipinos but of the economy in general. Marcos, however, appointed Health Undersecretary Maria Vergeire as Office-in-Charge. Vergeire had previously said she was not interested nor ready to be the top official of the department. But early this year, Vergeire said she was now ready to become Health Secretary. Too bad. Marcos was not ready for her, as the president has just appointed a new Health Secretary, Dr. Teodoro Herbosa. Moral of the story: never say never because it may come back to haunt you.",2023-06-05T04:17:30-07:00,"Health & Medicine, National News, Social Media"
New DOH Branding: “We Employ The Not-So-Best”,https://adobochronicles.com/2023/06/21/new-doh-branding-we-employ-the-not-so-best/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – With one sweeping public pronouncement, the newly-appointed Health Secretary under the Marcos, Jr. administration created a new branding, patterned after the now infamous “We Give the World Our Best.” Secretary Ted Herbosa said that government hospitals will be employing those who failed to pass the Nursing Licensure Examinations , thus creating  a new DOH mantra of “We Employ the Not-so-best.” Herbosa, however, did not give details on the DOH plan.  Critics are asking: “Will they actually be employed as nurses, or as orderlies — those who clean up patients, hospital rooms and equipment. The DOH announcement sent chills to Filipinos, creating an atmosphere of distrust about possibly being taken care of by unlicensed nurses at government hospitals. The Call Center Association of the Philippines also criticized the move as it shrinks their potential sources of call center agents.",2023-06-21T15:06:37-07:00,"Government, Health & Medicine, Social Media"
Philippine Radio Anchors Keep Their Face Masks On To Protect Themselves From Their Listeners!,https://adobochronicles.com/2023/05/08/philippine-radio-anchors-keep-their-face-masks-on-to-protect-themselves-from-their-listeners/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – The Philippines is probably one among the few countries whose citizens still wear face masks.  Never mind that the government has made it optional, except in high-risk environments.  Never mind that the World Health Organization (WHO) has announced that the coronavirus is no longer a global health emergency. Case in point: the anchors of one of the most-listened to radio stations wear their face mask when on the air.  Never mind that they’re in isolation inside the broadcast studio. Is this a case of overreaction, unfounded fear, or do they get stipends from the Health Department for being poster children of health safety? Or are they afraid that their listeners might catch what they have, or vice versa?  After all, no study has yet been conducted to determine if viruses are transmitted through the air waves.",2023-05-08T02:52:18-07:00,"Health & Medicine, Media"
Baguio City Mayor Benjie Magalong The Next Health Secretary?,https://adobochronicles.com/2023/05/15/baguio-city-mayor-benjie-magalong-the-next-health-secretary/,"BAGUIO CITY, Philippines ( The Adobo Chronicles, Baguio Bureau) – It’s been over a year since Bongbong Marcos was elected the 17th president of the Philippines.  His election came on the heels of the Covid-19, with his campaign promise of leading his country to full recovery from the negative socio-economic effects of the pandemic. Today, a Health Secretary is still missing from his Cabinet. If Marcos is looking for a forward-looking, risk-taking Health Secretary with lots of political will, he may have finally found it in Baguio City Mayor Benjamin Magalong, once the country’s Covid contact-tracing Czar under President Rodrigo Duterte. Now, just as the World Health Organization (WHO) has declared that Covid-19 is no longer a global  emergency, and countries significantly easing their Covid restrictions, the Philippines is reporting a rise in Covid-19 cases. But leave it to Magalong to step up and take up the cudgels for the country’s continued vigilance against the return of Covid. He has issued an Executive Order reinstating the mandatory wearing of face masks in his city, particularly in establishments and crowded venues.  He is leaving no stone unturned. And President Marcos is impressed. Our fly-in-the-wall contact at the presidential palace tells us that Magalong is now the frontrunner to be the new Health Secretary. This is a developing story.",2023-05-15T04:41:32-07:00,Health & Medicine
Rappler’s JC Punongbayan Declared ‘Persona Non Grata’,https://adobochronicles.com/2023/06/03/rapplers-jc-punongbayan-declared-persona-non-grata/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Jan Carlo “ JC ” Punongbayan , staffer at Rapppler and an assistant professor at the University of the Philippines School of Economics (UPSE) has been declared ‘persona non grata’ by the Philippine government. This after he described the specialty hospitals like the Heart Center, Lung Center and Kidney Institute as  “bopis centers.”  Bopis is a popular dish that uses a pig’s lungs and heart as its  main ingredient s. The medical directors of the said centers condemned Punongbayan’s tweet, saying that it is not only an insult to the good work of the specialty hospitals but also to the thousands of Filipino patients diagnosed with heart, lung and kidney disease. The directors also blacklisted Punongbayan. If, God forbid, would ever need treatment at these hospitals, he will be outrightly rejected and refused admission.",2023-06-03T14:54:18-07:00,"Government, Health & Medicine, Social Media"
Atty. Vince Tañada’s Second Job As Milk Endorser,https://adobochronicles.com/2023/02/07/atty-vince-tanadas-second-job-as-milk-endorser/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – It is a known fact that Atty. Vince Tañada’s films are not doing well at the box office, especially compared to Daryl Yap’s “Maid in Malacañang.” So it is no surprise that he has taken on a second job like many enterprising Pinoys. Tañada is now a celebrity endorser for Promil and Nido  milk, although it is unknown how much he is paid for this new gig. Along the way, Tañada has taken jabs at another celebrity endorser, the more successful and extremely popular Toni Gonzaga who has endorsed a rival milk product, Lactum. Bottomline is, it is really up to parents and pediatricians to choose or recommend what’s best for the kids.  So this may be the only and last paid commercial endorsement for Tañada.",2023-02-07T19:31:12-08:00,"Entertainment, Food, Health & Medicine"
Philippine Lawmaker Proposes One-Year Quarantine For Medical Professionals!,https://adobochronicles.com/2023/05/02/philippine-lawmaker-proposes-one-year-quarantine-for-medical-professionals/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) –  A lawmaker has proposed a measure mandating that new Filipino doctors and nurses be quarantined in the country for a year before they could seek jobs abroad. Malasakit and Bayahanihan party-list Rep. Anthony Rolando Golez Jr. said House Bill No. 6232, also known as Mandatory Medical Service Bill, aims to address the shortage of healthcare workers in the Philippines. Instead of creating incentives for the medical professionals, Golez wants to punish them for years of expensive education and training, and for seeking a better future for themselves and their families. Is this a case of “if you can’t stop them, detain them?” Is this also yet another argument for the abolition of the party-list system in Philippine Congress?",2023-05-02T16:05:41-07:00,"Government, Health & Medicine"
Malacañang’s New Mask Mandate For Journalists,https://adobochronicles.com/2023/04/09/malacanangs-new-mask-mandate-for-journalists/,"MANILA, Philippines ( The Adobo Chronicles, Manila Bureau) – Journalists covering Bongbong Marcos are required to take antigen tests to ensure that the President is not exposed to the coronavirus.  Wearing face masks is also a must. Now, a new palace directive also requires cubicle journalists — those who cover Presidential events from the comfort of their air-conditioned offices — to wear face masks. The likes of Maria Ressa, Raissa Robles, among others.  Vloggers like Bb. Maharlika are also covered by the directive. Press Secretary Cheloy Garafil told The Adobo Chronicles that the new requirement will help reduce fake news, gossip and foul language coming out of the journalists’ and vloggers’ mouths.",2023-04-09T15:07:14-07:00,"Health & Medicine, Media, Social Media"
Nurse ‘Peyt’ Twits Leni Robredo,https://adobochronicles.com/2023/03/27/nurse-peyt-twits-leni-robredo/,"BAGUIO CITY, Philippines( The Adobo Chronicles, Baguio City Bureau) – The viral Nurse Peyt who suggested on her now-deleted social media account that Imelda Marcos’ nurse alter the former Philippine First Lady’s life support and medical procedures , is not that evil after all. In a complete turnaround, Faith (her real name) showed utmost compassion for ex-Vice President Leni Robredo.  In a tweet, Peyt advised Robredo to make sure she takes her (psychiatric) medication after seeing the latter’s photos and video in Japan, posing as a Samurai warrior (warriess)? Here is a screenshot of Peyt’s message to Robredo:",2023-03-27T01:52:03-07:00,"Health & Medicine, Social Media"
